Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,TempWater,TempWater Provider
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196504,Water - Precipitation - rain,1965-04-15,1965-04-01,1965-04-30,,-8.7,"Centre for Isotope Research, CIO",-58.6,"Centre for Isotope Research, CIO",,,,77,7.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196505,Water - Precipitation - rain,1965-05-15,1965-05-01,1965-05-31,,-5.5,"Centre for Isotope Research, CIO",-35.2,"Centre for Isotope Research, CIO",,,,83,11.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196506,Water - Precipitation - rain,1965-06-15,1965-06-01,1965-06-30,,-5.5,"Centre for Isotope Research, CIO",-34.9,"Centre for Isotope Research, CIO",,,,111,15.2,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196507,Water - Precipitation - rain,1965-07-15,1965-07-01,1965-07-31,,-6.5,"Centre for Isotope Research, CIO",-42.2,"Centre for Isotope Research, CIO",,,,152,15.4,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196508,Water - Precipitation - rain,1965-08-15,1965-08-01,1965-08-31,,-6.3,"Centre for Isotope Research, CIO",-41.6,"Centre for Isotope Research, CIO",,,,41,15.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196509,Water - Precipitation - rain,1965-09-15,1965-09-01,1965-09-30,,-8.4,"Centre for Isotope Research, CIO",-56.3,"Centre for Isotope Research, CIO",,,,40,13.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196510,Water - Precipitation - rain,1965-10-15,1965-10-01,1965-10-31,,-5.6,"Centre for Isotope Research, CIO",-34.6,"Centre for Isotope Research, CIO",,,,14,11,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196511,"Water - Precipitation - rain & snow (""mixed"")",1965-11-15,1965-11-01,1965-11-30,,-12.5,"Centre for Isotope Research, CIO",-80.9,"Centre for Isotope Research, CIO",,,,71,2.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196512,"Water - Precipitation - rain & snow (""mixed"")",1965-12-15,1965-12-01,1965-12-31,,-9.6,"Centre for Isotope Research, CIO",-68.6,"Centre for Isotope Research, CIO",,,,144,4.1,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196601,"Water - Precipitation - rain & snow (""mixed"")",1966-01-15,1966-01-01,1966-01-31,,-9.1,"Centre for Isotope Research, CIO",-66.3,"Centre for Isotope Research, CIO",,,,44,0.2,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196602,"Water - Precipitation - rain & snow (""mixed"")",1966-02-15,1966-02-01,1966-02-28,,-11,"Centre for Isotope Research, CIO",-81,"Centre for Isotope Research, CIO",,,,85,2.7,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196603,Water - Precipitation - rain,1966-03-15,1966-03-01,1966-03-31,,-6.3,"Centre for Isotope Research, CIO",-39.5,"Centre for Isotope Research, CIO",,,,49,5.3,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196604,Water - Precipitation - rain,1966-04-15,1966-04-01,1966-04-30,,-10.9,"Centre for Isotope Research, CIO",-77.6,"Centre for Isotope Research, CIO",,,,66,7.6,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196605,Water - Precipitation - rain,1966-05-15,1966-05-01,1966-05-31,,-5.8,"Centre for Isotope Research, CIO",-40.7,"Centre for Isotope Research, CIO",,,,49,14.1,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196606,Water - Precipitation - rain,1966-06-15,1966-06-01,1966-06-30,,-7.1,"Centre for Isotope Research, CIO",-47.9,"Centre for Isotope Research, CIO",,,,48,17.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196607,Water - Precipitation - rain,1966-07-15,1966-07-01,1966-07-31,,-7.5,"Centre for Isotope Research, CIO",-53.8,"Centre for Isotope Research, CIO",,,,90,15.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196608,Water - Precipitation - rain,1966-08-15,1966-08-01,1966-08-31,,-6.1,"Centre for Isotope Research, CIO",-41.5,"Centre for Isotope Research, CIO",,,,58,16.3,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196609,Water - Precipitation - rain,1966-09-15,1966-09-01,1966-09-30,,-6.9,"Centre for Isotope Research, CIO",-46.5,"Centre for Isotope Research, CIO",,,,95,14.5,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196610,Water - Precipitation - rain,1966-10-15,1966-10-01,1966-10-31,,,,,,,,,52,11,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196611,Water - Precipitation - rain,1966-11-15,1966-11-01,1966-11-30,,-9.8,"Centre for Isotope Research, CIO",-63.2,"Centre for Isotope Research, CIO",,,,63,4.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196612,"Water - Precipitation - rain & snow (""mixed"")",1966-12-15,1966-12-01,1966-12-31,,-9.7,"Centre for Isotope Research, CIO",-67.3,"Centre for Isotope Research, CIO",,,,154,4.4,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196701,"Water - Precipitation - rain & snow (""mixed"")",1967-01-15,1967-01-01,1967-01-31,,-7.6,"Centre for Isotope Research, CIO",-47.1,"Centre for Isotope Research, CIO",,,,47,3,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196702,Water - Precipitation - rain,1967-02-15,1967-02-01,1967-02-28,,-9.3,"Centre for Isotope Research, CIO",-67.5,"Centre for Isotope Research, CIO",,,,51,5,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196703,Water - Precipitation - rain,1967-03-15,1967-03-01,1967-03-31,,-7.7,"Centre for Isotope Research, CIO",-44.7,"Centre for Isotope Research, CIO",,,,60,6.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196704,Water - Precipitation - rain,1967-04-15,1967-04-01,1967-04-30,,-7.9,"Centre for Isotope Research, CIO",-51.4,"Centre for Isotope Research, CIO",,,,51,7.4,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196705,Water - Precipitation - rain,1967-05-15,1967-05-01,1967-05-31,,-5.2,"Centre for Isotope Research, CIO",,,,,,97,13.1,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196706,Water - Precipitation - rain,1967-06-15,1967-06-01,1967-06-30,,-5.2,"Centre for Isotope Research, CIO",-39.7,"Centre for Isotope Research, CIO",,,,20,14.6,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196707,Water - Precipitation - rain,1967-07-15,1967-07-01,1967-07-31,,-4,"Centre for Isotope Research, CIO",-22.4,"Centre for Isotope Research, CIO",,,,103,18.1,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196708,Water - Precipitation - rain,1967-08-15,1967-08-01,1967-08-31,,-5.8,"Centre for Isotope Research, CIO",-34.2,"Centre for Isotope Research, CIO",,,,63,17.3,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196709,Water - Precipitation - rain,1967-09-15,1967-09-01,1967-09-30,,-7.5,"Centre for Isotope Research, CIO",-44.2,"Centre for Isotope Research, CIO",,,,73,14.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196710,Water - Precipitation - rain,1967-10-15,1967-10-01,1967-10-31,,-6.8,"Centre for Isotope Research, CIO",-40.9,"Centre for Isotope Research, CIO",,,,112,11.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196711,Water - Precipitation - rain,1967-11-15,1967-11-01,1967-11-30,,-9.6,"Centre for Isotope Research, CIO",-62.4,"Centre for Isotope Research, CIO",,,,63,5.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196712,"Water - Precipitation - rain & snow (""mixed"")",1967-12-15,1967-12-01,1967-12-31,,-7.8,"Centre for Isotope Research, CIO",-43.7,"Centre for Isotope Research, CIO",,,,83,3.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196801,Water - Precipitation - rain,1968-01-15,1968-01-01,1968-01-31,,-8.1,"Centre for Isotope Research, CIO",-47.9,"Centre for Isotope Research, CIO",,,,58,1.4,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196802,Water - Precipitation - rain,1968-02-15,1968-02-01,1968-02-29,,-13.1,"Centre for Isotope Research, CIO",-89.1,"Centre for Isotope Research, CIO",,,,16,2.2,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196803,Water - Precipitation - rain,1968-03-15,1968-03-01,1968-03-31,,-6.7,"Centre for Isotope Research, CIO",-41.2,"Centre for Isotope Research, CIO",,,,40,5.7,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196804,Water - Precipitation - rain,1968-04-15,1968-04-01,1968-04-30,,-6.6,"Centre for Isotope Research, CIO",-32.8,"Centre for Isotope Research, CIO",,,,29,9.4,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196805,Water - Precipitation - rain,1968-05-15,1968-05-01,1968-05-31,,-7.6,"Centre for Isotope Research, CIO",-47.7,"Centre for Isotope Research, CIO",,,,93,10.7,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196806,Water - Precipitation - rain,1968-06-15,1968-06-01,1968-06-30,,-7,"Centre for Isotope Research, CIO",-47.5,"Centre for Isotope Research, CIO",,,,83,15.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196807,Water - Precipitation - rain,1968-07-15,1968-07-01,1968-07-31,,-7,"Centre for Isotope Research, CIO",-43.8,"Centre for Isotope Research, CIO",,,,82,16.7,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196808,Water - Precipitation - rain,1968-08-15,1968-08-01,1968-08-31,,-8.6,"Centre for Isotope Research, CIO",-53,"Centre for Isotope Research, CIO",,,,56,17.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196809,Water - Precipitation - rain,1968-09-15,1968-09-01,1968-09-30,,-10.1,"Centre for Isotope Research, CIO",-66.6,"Centre for Isotope Research, CIO",,,,182,15.1,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196810,Water - Precipitation - rain,1968-10-15,1968-10-01,1968-10-31,,-6.9,"Centre for Isotope Research, CIO",-41,"Centre for Isotope Research, CIO",,,,95,11.6,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196811,"Water - Precipitation - rain & snow (""mixed"")",1968-11-15,1968-11-01,1968-11-30,,-9.9,"Centre for Isotope Research, CIO",-65.7,"Centre for Isotope Research, CIO",,,,62,5.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196812,"Water - Precipitation - rain & snow (""mixed"")",1968-12-15,1968-12-01,1968-12-31,,-9,"Centre for Isotope Research, CIO",-56.2,"Centre for Isotope Research, CIO",,,,20,0.5,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196901,"Water - Precipitation - rain & snow (""mixed"")",1969-01-15,1969-01-01,1969-01-31,,-10.2,"Centre for Isotope Research, CIO",-62.4,"Centre for Isotope Research, CIO",,,,39,3.6,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196902,Water - Precipitation - rain,1969-02-15,1969-02-01,1969-02-28,,-10.8,"Centre for Isotope Research, CIO",-72.6,"Centre for Isotope Research, CIO",,,,53,-0.6,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196903,Water - Precipitation - rain,1969-03-15,1969-03-01,1969-03-31,,-12.4,"Centre for Isotope Research, CIO",-87.1,"Centre for Isotope Research, CIO",,,,47,1,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196904,Water - Precipitation - rain,1969-04-15,1969-04-01,1969-04-30,,-9.4,"Centre for Isotope Research, CIO",-64.9,"Centre for Isotope Research, CIO",,,,64,7.6,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196905,Water - Precipitation - rain,1969-05-15,1969-05-01,1969-05-31,,-7.7,"Centre for Isotope Research, CIO",-52.1,"Centre for Isotope Research, CIO",,,,68,12.4,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196906,Water - Precipitation - rain,1969-06-15,1969-06-01,1969-06-30,,-8.4,"Centre for Isotope Research, CIO",-53,"Centre for Isotope Research, CIO",,,,85,15.5,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196907,Water - Precipitation - rain,1969-07-15,1969-07-01,1969-07-31,,-7.2,"Centre for Isotope Research, CIO",-45.5,"Centre for Isotope Research, CIO",,,,43,18.4,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196908,Water - Precipitation - rain,1969-08-15,1969-08-01,1969-08-31,,-8.1,"Centre for Isotope Research, CIO",-54.5,"Centre for Isotope Research, CIO",,,,187,18.1,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196909,Water - Precipitation - rain,1969-09-15,1969-09-01,1969-09-30,,-5.9,"Centre for Isotope Research, CIO",-35.7,"Centre for Isotope Research, CIO",,,,23,15.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196910,Water - Precipitation - rain,1969-10-15,1969-10-01,1969-10-31,,-5.3,"Centre for Isotope Research, CIO",-25.1,"Centre for Isotope Research, CIO",,,,47,12.8,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196911,Water - Precipitation - rain,1969-11-15,1969-11-01,1969-11-30,,-8.6,"Centre for Isotope Research, CIO",,,,,,111,6,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],196912,"Water - Precipitation - rain & snow (""mixed"")",1969-12-15,1969-12-01,1969-12-31,,-11.8,"Centre for Isotope Research, CIO",,,,,,37,-2,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],197001,"Water - Precipitation - rain & snow (""mixed"")",1970-01-15,1970-01-01,1970-01-31,,-11.85,"Centre for Isotope Research, CIO",-86.8,"Centre for Isotope Research, CIO",147,1.7,"Centre for Isotope Research, CIO",29,-1.3,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],197002,"Water - Precipitation - rain & snow (""mixed"")",1970-02-15,1970-02-01,1970-02-28,,-11.95,"Centre for Isotope Research, CIO",-83.4,"Centre for Isotope Research, CIO",85.4,1.5,"Centre for Isotope Research, CIO",88,0.2,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],197003,"Water - Precipitation - rain & snow (""mixed"")",1970-03-15,1970-03-01,1970-03-31,,-7.07,"Centre for Isotope Research, CIO",-42.8,"Centre for Isotope Research, CIO",78.7,1.1,"Centre for Isotope Research, CIO",64,2.5,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],197004,Water - Precipitation - rain,1970-04-15,1970-04-01,1970-04-30,,-8.12,"Centre for Isotope Research, CIO",-51.9,"Centre for Isotope Research, CIO",99.5,1.5,"Centre for Isotope Research, CIO",85,5.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],197005,Water - Precipitation - rain,1970-05-15,1970-05-01,1970-05-31,,-6.95,"Centre for Isotope Research, CIO",-45.4,"Centre for Isotope Research, CIO",261.9,2.9,"Centre for Isotope Research, CIO",30,13,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],197006,Water - Precipitation - rain,1970-06-15,1970-06-01,1970-06-30,,-4.95,"Centre for Isotope Research, CIO",-29.6,"Centre for Isotope Research, CIO",400.9,4.4,"Centre for Isotope Research, CIO",23,17.7,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],197007,Water - Precipitation - rain,1970-07-15,1970-07-01,1970-07-31,,-8.73,"Centre for Isotope Research, CIO",-57.9,"Centre for Isotope Research, CIO",233.3,2.6,"Centre for Isotope Research, CIO",127,15.9,,,
GNIP,GNIP/M/NL/01,GRONINGEN,NL,628001,53.23,6.55,1,Precipitation collectors - unknown,[Partners: Centruum voor IsotopenOnderzoek],197008,Water - Precipitation - rain,1970-08-15,1970-08-01,1970-08-31,,-8.42,"Centre for Isotope Research, CIO",-57.9,"Centre for Isotope Research, CIO",244.4,2.5,"Centre for Isotope Research, CIO",52,17.6,,,
