Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,TempWater,TempWater Provider
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200011,"Water - Precipitation - rain & snow (""mixed"")",2000-11-15,2000-11-01,2000-11-30,,-6.04,"Laboratorio de Aplicaciones Nucleares, CEDEX",-37.7,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.69,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",225.6,12.8,11,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200012,"Water - Precipitation - rain & snow (""mixed"")",2000-12-15,2000-12-01,2000-12-31,,-7.65,"Laboratorio de Aplicaciones Nucleares, CEDEX",-48.5,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.69,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",82.6,13.7,9.7,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200101,"Water - Precipitation - rain & snow (""mixed"")",2001-01-15,2001-01-01,2001-01-31,,-6.72,"Laboratorio de Aplicaciones Nucleares, CEDEX",-42,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",114,11.7,9.8,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200102,"Water - Precipitation - rain & snow (""mixed"")",2001-02-15,2001-02-01,2001-02-28,,-7.42,"Laboratorio de Aplicaciones Nucleares, CEDEX",-47.5,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",77.5,10.6,9.3,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200103,"Water - Precipitation - rain & snow (""mixed"")",2001-03-15,2001-03-01,2001-03-31,,-6.72,"Laboratorio de Aplicaciones Nucleares, CEDEX",-38.5,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",94.1,14.2,11.9,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200104,Water - Precipitation - rain,2001-04-15,2001-04-01,2001-04-30,,-5.79,"Laboratorio de Aplicaciones Nucleares, CEDEX",-33.9,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",88.2,12.2,10.9,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200105,Water - Precipitation - rain,2001-05-15,2001-05-01,2001-05-31,,-3.03,"Laboratorio de Aplicaciones Nucleares, CEDEX",-10.2,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",24.8,14.5,13.3,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200106,Water - Precipitation - rain,2001-06-15,2001-06-01,2001-06-30,,-4.36,"Laboratorio de Aplicaciones Nucleares, CEDEX",-22.6,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",28.9,17.4,16,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200107,Water - Precipitation - rain,2001-07-15,2001-07-01,2001-07-31,,-4.11,"Laboratorio de Aplicaciones Nucleares, CEDEX",-27.6,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",86.4,19.1,18.3,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200108,Water - Precipitation - rain,2001-08-15,2001-08-01,2001-08-31,,-1.73,"Laboratorio de Aplicaciones Nucleares, CEDEX",-8.7,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",41.1,20.7,19.7,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200109,Water - Precipitation - rain,2001-09-15,2001-09-01,2001-09-30,,-6.69,"Laboratorio de Aplicaciones Nucleares, CEDEX",-48,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",43.8,17.9,15.6,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200110,Water - Precipitation - rain,2001-10-15,2001-10-01,2001-10-31,,-7.72,"Laboratorio de Aplicaciones Nucleares, CEDEX",-57.4,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",37.6,19.3,14.5,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200111,"Water - Precipitation - rain & snow (""mixed"")",2001-11-15,2001-11-01,2001-11-30,,-6.87,"Laboratorio de Aplicaciones Nucleares, CEDEX",-38.5,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",111.1,11.5,11.5,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200112,"Water - Precipitation - rain & snow (""mixed"")",2001-12-15,2001-12-01,2001-12-31,,-7.62,"Laboratorio de Aplicaciones Nucleares, CEDEX",-55.6,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.59,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",61.4,8.8,8.4,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200201,"Water - Precipitation - rain & snow (""mixed"")",2002-01-15,2002-01-01,2002-01-31,,-5.83,"Laboratorio de Aplicaciones Nucleares, CEDEX",-39.95,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",41.8,12.3,10,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200202,"Water - Precipitation - rain & snow (""mixed"")",2002-02-15,2002-02-01,2002-02-28,,-3.76,"Laboratorio de Aplicaciones Nucleares, CEDEX",-16.89,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",65.8,12,10.1,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200203,"Water - Precipitation - rain & snow (""mixed"")",2002-03-15,2002-03-01,2002-03-31,,-8.42,"Laboratorio de Aplicaciones Nucleares, CEDEX",-51.44,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",28.6,12.3,10.9,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200204,Water - Precipitation - rain,2002-04-15,2002-04-01,2002-04-30,,-5.95,"Laboratorio de Aplicaciones Nucleares, CEDEX",-31.43,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",91.2,12.2,12.1,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200205,Water - Precipitation - rain,2002-05-15,2002-05-01,2002-05-31,,-3.54,"Laboratorio de Aplicaciones Nucleares, CEDEX",-19.03,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",89.3,14.4,13.4,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200206,Water - Precipitation - rain,2002-06-15,2002-06-01,2002-06-30,,-3.65,"Laboratorio de Aplicaciones Nucleares, CEDEX",-24.12,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",53.3,16.1,15.8,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200207,Water - Precipitation - rain,2002-07-15,2002-07-01,2002-07-31,,-2.49,"Laboratorio de Aplicaciones Nucleares, CEDEX",-11.32,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",46.3,18,17.5,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200208,Water - Precipitation - rain,2002-08-15,2002-08-01,2002-08-31,,-5.86,"Laboratorio de Aplicaciones Nucleares, CEDEX",-34.45,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",150.3,18.7,18.3,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200209,Water - Precipitation - rain,2002-09-15,2002-09-01,2002-09-30,,-5.9,"Laboratorio de Aplicaciones Nucleares, CEDEX",-37.76,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",54.3,17.8,16.6,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200210,Water - Precipitation - rain,2002-10-15,2002-10-01,2002-10-31,,-5.89,"Laboratorio de Aplicaciones Nucleares, CEDEX",-35.52,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",61.3,16.9,15,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200211,"Water - Precipitation - rain & snow (""mixed"")",2002-11-15,2002-11-01,2002-11-30,,-7.49,"Laboratorio de Aplicaciones Nucleares, CEDEX",-45.44,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",148.1,14,12.3,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200212,"Water - Precipitation - rain & snow (""mixed"")",2002-12-15,2002-12-01,2002-12-31,,-4.34,"Laboratorio de Aplicaciones Nucleares, CEDEX",-19.01,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.6,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",106.1,13.5,11.6,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200301,"Water - Precipitation - rain & snow (""mixed"")",2003-01-15,2003-01-01,2003-01-31,,-6.38,"Laboratorio de Aplicaciones Nucleares, CEDEX",-35.45,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.48,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",151.9,9.6,9.6,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200302,"Water - Precipitation - rain & snow (""mixed"")",2003-02-15,2003-02-01,2003-02-28,,-5.57,"Laboratorio de Aplicaciones Nucleares, CEDEX",-36.45,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.48,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",76.3,10,10.2,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200303,"Water - Precipitation - rain & snow (""mixed"")",2003-03-15,2003-03-01,2003-03-31,,-6.98,"Laboratorio de Aplicaciones Nucleares, CEDEX",-45.85,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.48,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",43.9,13.4,12,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200304,Water - Precipitation - rain,2003-04-15,2003-04-01,2003-04-30,,-3.66,"Laboratorio de Aplicaciones Nucleares, CEDEX",-20.15,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.48,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",21.9,14,11.4,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200305,Water - Precipitation - rain,2003-05-15,2003-05-01,2003-05-31,,-2.54,"Laboratorio de Aplicaciones Nucleares, CEDEX",-11.21,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.48,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",47.3,14.7,13.3,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200306,Water - Precipitation - rain,2003-06-15,2003-06-01,2003-06-30,,-4.66,"Laboratorio de Aplicaciones Nucleares, CEDEX",-26.02,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.48,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",47.6,18.9,19.1,,
GNIP,GNIP/M/ES/01,SANTANDER (I-CMT),ES,802301,43.49111613,-3.800555816,52,Precipitation collectors - unknown,These data are integrated in GNIP from the Spanish Network of Isotopes in Precipitation (REVIP) managed by the Centro de Estudios y Experimentación de Obras Públicas (CEDEX) in collaboration with the Agencia Estatal de Meteorología (AEMET).,200307,Water - Precipitation - rain,2003-07-15,2003-07-01,2003-07-31,,-5.08,"Laboratorio de Aplicaciones Nucleares, CEDEX",-29.82,"Laboratorio de Aplicaciones Nucleares, CEDEX",3.48,0.3,"Laboratorio de Aplicaciones Nucleares, CEDEX",33.1,20,19,,
