Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200911,Water - Precipitation - rain,2009-11-15,2009-11-01,2009-11-30,,,,,,,,,8.3,27.7,27.5
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200912,Water - Precipitation - rain,2009-12-15,2009-12-01,2009-12-31,,,,,,,,,,28.6,28
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200501,"Water - Precipitation - no rain (""dry"")",2005-01-15,2005-01-01,2005-01-31,,,,,,,,,,25.5,22
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200502,Water - Precipitation - rain,2005-02-15,2005-02-01,2005-02-28,,,,,,,,,23.8,28,29.2
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200503,Water - Precipitation - rain,2005-03-15,2005-03-01,2005-03-31,,,,,,,,,126,27.9,29.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200504,Water - Precipitation - rain,2005-04-15,2005-04-01,2005-04-30,events covering 92.59% of total monthly precipitation.,-2.10184,International Atomic Energy Agency,-1.320622222,International Atomic Energy Agency,,,,121.5,27.7,32.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200505,Water - Precipitation - rain,2005-05-15,2005-05-01,2005-05-31,events covering 99.01% of total monthly precipitation.,-2.480443653,International Atomic Energy Agency,-7.781638601,International Atomic Energy Agency,,,,311.9,26.5,27.5
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200506,Water - Precipitation - rain,2005-06-15,2005-06-01,2005-06-30,events covering 96.5% of total monthly precipitation.,-4.312651961,International Atomic Energy Agency,-22.5245098,International Atomic Energy Agency,,,,211.4,25.6,27.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200507,Water - Precipitation - rain,2005-07-15,2005-07-01,2005-07-31,events covering 92.7% of total monthly precipitation.,-4.939871685,International Atomic Energy Agency,-26.49642429,International Atomic Energy Agency,,,,126.1,24.7,26.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200508,Water - Precipitation - rain,2005-08-15,2005-08-01,2005-08-31,events covering 90.03% of total monthly precipitation.,-5.13,International Atomic Energy Agency,-28.8,International Atomic Energy Agency,,,,66.2,24.2,24.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200509,Water - Precipitation - rain,2005-09-15,2005-09-01,2005-09-30,events covering 94.2% of total monthly precipitation.,-4.44318641,International Atomic Energy Agency,-26.14781451,International Atomic Energy Agency,,,,115.6,25.2,26.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200510,Water - Precipitation - rain,2005-10-15,2005-10-01,2005-10-31,events covering 85.92% of total monthly precipitation.,-1.845935484,International Atomic Energy Agency,-8.216683871,International Atomic Energy Agency,,,,90.2,26.3,30.2
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200511,Water - Precipitation - rain,2005-11-15,2005-11-01,2005-11-30,events covering 69.65% of total monthly precipitation.,-1.51525,International Atomic Energy Agency,-4.617107143,International Atomic Energy Agency,,,,40.2,27.3,28.2
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200512,"Water - Precipitation - no rain (""dry"")",2005-12-15,2005-12-01,2005-12-31,,,,,,,,,,27.4,28.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200601,Water - Precipitation - rain,2006-01-15,2006-01-01,2006-01-31,,,,,,,,,5.1,27.9,29
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200602,Water - Precipitation - rain,2006-02-15,2006-02-01,2006-02-28,events covering 83.75% of total monthly precipitation.,1.82,International Atomic Energy Agency,14.86,International Atomic Energy Agency,,,,8,28.8,29.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200603,Water - Precipitation - rain,2006-03-15,2006-03-01,2006-03-31,events covering 98.52% of total monthly precipitation.,-1.95268797,International Atomic Energy Agency,-7.924097744,International Atomic Energy Agency,,,,54,28.3,29
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200604,Water - Precipitation - rain,2006-04-15,2006-04-01,2006-04-30,,,,,,,,,106.7,28.6,30.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200605,Water - Precipitation - rain,2006-05-15,2006-05-01,2006-05-31,events covering 47.55% of total monthly precipitation.,-5.533413002,International Atomic Energy Agency,-36.10759082,International Atomic Energy Agency,,,,220,26.9,29.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200606,Water - Precipitation - rain,2006-06-15,2006-06-01,2006-06-30,events covering 11.67% of total monthly precipitation.,-2.577651007,International Atomic Energy Agency,-19.02597315,International Atomic Energy Agency,,,,255.4,26.2,29.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200607,Water - Precipitation - rain,2006-07-15,2006-07-01,2006-07-31,,,,,,,,,81.1,25.6,27.8
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200608,Water - Precipitation - rain,2006-08-15,2006-08-01,2006-08-31,,,,,,,,,8,25.1,25.8
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200609,Water - Precipitation - rain,2006-09-15,2006-09-01,2006-09-30,,,,,,,,,146.7,25.6,27.5
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200610,Water - Precipitation - rain,2006-10-15,2006-10-01,2006-10-31,,,,,,,,,134.9,26.4,27.8
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200611,Water - Precipitation - rain,2006-11-15,2006-11-01,2006-11-30,,,,,,,,,26,27.2,26.7
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200612,"Water - Precipitation - no rain (""dry"")",2006-12-15,2006-12-01,2006-12-31,,,,,,,,,,27.4,26.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200701,"Water - Precipitation - no rain (""dry"")",2007-01-15,2007-01-01,2007-01-31,,,,,,,,,,25.4,20.2
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200702,Water - Precipitation - rain,2007-02-15,2007-02-01,2007-02-28,,,,,,,,,17.3,27.9,27.6
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200703,Water - Precipitation - rain,2007-03-15,2007-03-01,2007-03-31,,-4.37,International Atomic Energy Agency,-20.79,International Atomic Energy Agency,,,,57.2,28.62258065,29.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200704,Water - Precipitation - rain,2007-04-15,2007-04-01,2007-04-30,,-2.43,International Atomic Energy Agency,-8.65,International Atomic Energy Agency,,,,112.1,27.85,29.2
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200705,Water - Precipitation - rain,2007-05-15,2007-05-01,2007-05-31,,,,,,,,,120,27.2,27.8
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200706,Water - Precipitation - rain,2007-06-15,2007-06-01,2007-06-30,,-4.35,International Atomic Energy Agency,-21.89,International Atomic Energy Agency,,,,521.2,25.5,27.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200707,Water - Precipitation - rain,2007-07-15,2007-07-01,2007-07-31,,-3.58,International Atomic Energy Agency,-14.51,International Atomic Energy Agency,,,,176.4,25.3,25.9
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200708,Water - Precipitation - rain,2007-08-15,2007-08-01,2007-08-31,,,,,,,,,88.3,25.1,25.8
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200709,Water - Precipitation - rain,2007-09-15,2007-09-01,2007-09-30,,,,,,,,,111.3,25.4,26.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200710,Water - Precipitation - rain,2007-10-15,2007-10-01,2007-10-31,,-5.01,International Atomic Energy Agency,-29.26,International Atomic Energy Agency,,,,97.4,25.96774194,26.9
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200711,Water - Precipitation - rain,2007-11-15,2007-11-01,2007-11-30,,,,,,,,,21.3,27.1,28.3
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200712,Water - Precipitation - rain,2007-12-15,2007-12-01,2007-12-31,,,,,,,,,72.6,26.9,27.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200801,Water - Precipitation - rain,2008-01-15,2008-01-01,2008-01-31,,,,,,,,,1.8,25.4,21.5
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200802,Water - Precipitation - rain,2008-02-15,2008-02-01,2008-02-29,,,,,,,,,1.7,28.4,27
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200803,Water - Precipitation - rain,2008-03-15,2008-03-01,2008-03-31,,,,,,,,,72,28.5,29.5
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200804,Water - Precipitation - rain,2008-04-15,2008-04-01,2008-04-30,,-4.67,International Atomic Energy Agency,-19.92,International Atomic Energy Agency,,,,98.8,28.5,28
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200805,Water - Precipitation - rain,2008-05-15,2008-05-01,2008-05-31,,-3.73,International Atomic Energy Agency,-13.87,International Atomic Energy Agency,,,,216.8,27.6,28.9
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200806,Water - Precipitation - rain,2008-06-15,2008-06-01,2008-06-30,,-2.93,International Atomic Energy Agency,-10.3,International Atomic Energy Agency,,,,433.9,26.4,28.6
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200807,Water - Precipitation - rain,2008-07-15,2008-07-01,2008-07-31,,-1.81,International Atomic Energy Agency,-2.03,International Atomic Energy Agency,,,,247.4,25.87,27.8
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200808,Water - Precipitation - rain,2008-08-15,2008-08-01,2008-08-31,,-0.68,International Atomic Energy Agency,4.72,International Atomic Energy Agency,,,,12.4,25.7,26.6
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200809,Water - Precipitation - rain,2008-09-15,2008-09-01,2008-09-30,,,,,,,,,152.6,26.2,27.7
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200810,Water - Precipitation - rain,2008-10-15,2008-10-01,2008-10-31,,,,,,,,,242.4,26.5,29.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200811,Water - Precipitation - rain,2008-11-15,2008-11-01,2008-11-30,,,,,,,,,49.7,27.8,29.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",200812,Water - Precipitation - rain,2008-12-15,2008-12-01,2008-12-31,,,,,,,,,33,27.5,28.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201001,Water - Precipitation - rain,2010-01-15,2010-01-01,2010-01-31,,0.828758496,International Atomic Energy Agency,15.7574051,International Atomic Energy Agency,,,,13.5,28.7,29.3
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201002,Water - Precipitation - rain,2010-02-15,2010-02-01,2010-02-28,,0.285665109,International Atomic Energy Agency,6.819158901,International Atomic Energy Agency,,,,45,30.3,31.1
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201003,Water - Precipitation - rain,2010-03-15,2010-03-01,2010-03-31,,-2.934780663,International Atomic Energy Agency,-9.095003852,International Atomic Energy Agency,,,,177.7,29.4,30.5
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201004,Water - Precipitation - rain,2010-04-15,2010-04-01,2010-04-30,,-2.69301038,International Atomic Energy Agency,-6.320557861,International Atomic Energy Agency,,,,121.6,29.2,30.6
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201005,Water - Precipitation - rain,2010-05-15,2010-05-01,2010-05-31,,-3.332180593,International Atomic Energy Agency,-12.97029857,International Atomic Energy Agency,,,,273.5,28.2,30.3
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201006,Water - Precipitation - rain,2010-06-15,2010-06-01,2010-06-30,,-2.674335848,International Atomic Energy Agency,-9.991758804,International Atomic Energy Agency,,,,286.1,27.1,30.9
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201007,Water - Precipitation - rain,2010-07-15,2010-07-01,2010-07-31,,-3.565251897,International Atomic Energy Agency,-21.00656233,International Atomic Energy Agency,,,,230.1,26.6,29.4
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201008,Water - Precipitation - rain,2010-08-15,2010-08-01,2010-08-31,,-4.103450593,International Atomic Energy Agency,-22.12237491,International Atomic Energy Agency,,,,91.7,26.07,28.3
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201009,Water - Precipitation - rain,2010-09-15,2010-09-01,2010-09-30,,-3.520725672,International Atomic Energy Agency,-17.62113648,International Atomic Energy Agency,,,,184.2,26.4,28.5
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201010,Water - Precipitation - rain,2010-10-15,2010-10-01,2010-10-31,,-4.586322116,International Atomic Energy Agency,-25.20719369,International Atomic Energy Agency,,,,262.3,26.97,29.3
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201011,Water - Precipitation - rain,2010-11-15,2010-11-01,2010-11-30,,-3.180275245,International Atomic Energy Agency,-11.60587085,International Atomic Energy Agency,,,,144,27.72833333,29.9
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201012,"Water - Precipitation - no rain (""dry"")",2010-12-15,2010-12-01,2010-12-31,,,,,,,,,,27.87903226,29
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201101,Water - Precipitation - rain,2011-01-15,2011-01-01,2011-01-31,,,,,,,,,2.3,27.01451613,25.3
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201102,Water - Precipitation - rain,2011-02-15,2011-02-01,2011-02-28,,,,,,,,,126.9,28.2,29.5
GNIP,GNIP/M/BJ/01,COTONOU (IITA ABOMEY-CALAVI),BJ,6534403,6.417169444,2.329255556,14,Precipitation collectors - unknown,"Partners: IITA, Abomey-Calavi; Université d’Abomey-Calavi",201103,Water - Precipitation - rain,2011-03-15,2011-03-01,2011-03-31,,-1.730592516,International Atomic Energy Agency,-1.878975132,International Atomic Energy Agency,,,,2.7,29.08,31.7
