Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Conductivity,Conductivity Provider
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196001,Water - Precipitation - unspecified (not reported),1960-01-15,1960-01-01,1960-01-31,,,,,,,,,10,14.1,9.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196002,Water - Precipitation - unspecified (not reported),1960-02-15,1960-02-01,1960-02-29,,,,,,,,,,19.7,9.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196003,Water - Precipitation - unspecified (not reported),1960-03-15,1960-03-01,1960-03-31,,,,,,,,,30,22,12.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196004,Water - Precipitation - unspecified (not reported),1960-04-15,1960-04-01,1960-04-30,,,,,,,,,10,27.5,10.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196005,Water - Precipitation - unspecified (not reported),1960-05-15,1960-05-01,1960-05-31,,,,,,,,,,33.3,13.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196006,Water - Precipitation - unspecified (not reported),1960-06-15,1960-06-01,1960-06-30,,,,,,,,,40,35.1,22.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196007,Water - Precipitation - unspecified (not reported),1960-07-15,1960-07-01,1960-07-31,,,,,,,,,220,30.9,31.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196008,Water - Precipitation - unspecified (not reported),1960-08-15,1960-08-01,1960-08-31,,,,,,,,,360,29.3,32.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196009,Water - Precipitation - unspecified (not reported),1960-09-15,1960-09-01,1960-09-30,,,,,,,,,10,30.1,25.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196010,Water - Precipitation - unspecified (not reported),1960-10-15,1960-10-01,1960-10-31,,,,,,,,,90,25.4,18.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196011,Water - Precipitation - unspecified (not reported),1960-11-15,1960-11-01,1960-11-30,,,,,,,,,,19.7,10.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196012,Water - Precipitation - unspecified (not reported),1960-12-15,1960-12-01,1960-12-31,,,,,,,,,,16.1,9.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196101,Water - Precipitation - unspecified (not reported),1961-01-15,1961-01-01,1961-01-31,,,,,,,,,10,14.9,11,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196102,Water - Precipitation - unspecified (not reported),1961-02-15,1961-02-01,1961-02-28,,,,,,,,,40,15.1,9.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196103,Water - Precipitation - unspecified (not reported),1961-03-15,1961-03-01,1961-03-31,,,,,,,,,,22.9,10.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196104,Water - Precipitation - unspecified (not reported),1961-04-15,1961-04-01,1961-04-30,,,,,,,,,3,28.1,11,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196105,Water - Precipitation - unspecified (not reported),1961-05-15,1961-05-01,1961-05-31,,,,,,,,,27,32.5,16.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196106,Water - Precipitation - unspecified (not reported),1961-06-15,1961-06-01,1961-06-30,,,,,,,,,77,33.5,23.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196107,Water - Precipitation - unspecified (not reported),1961-07-15,1961-07-01,1961-07-31,,-2.4,University of Copenhagen,-2.5,University of Copenhagen,65,12,Tata Institute of Fundamental Research,198,31,30.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196108,Water - Precipitation - unspecified (not reported),1961-08-15,1961-08-01,1961-08-31,,-5.4,University of Copenhagen,-37.9,University of Copenhagen,88,16,Tata Institute of Fundamental Research,583,28.6,32.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196109,Water - Precipitation - unspecified (not reported),1961-09-15,1961-09-01,1961-09-30,,-9.8,University of Copenhagen,-65.1,University of Copenhagen,33,12,Tata Institute of Fundamental Research,74,29.5,29.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196110,Water - Precipitation - unspecified (not reported),1961-10-15,1961-10-01,1961-10-31,,-6.1,University of Copenhagen,-44.6,University of Copenhagen,29,12,Tata Institute of Fundamental Research,86,25.3,19,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196111,Water - Precipitation - unspecified (not reported),1961-11-15,1961-11-01,1961-11-30,,-7.1,University of Copenhagen,-45.9,University of Copenhagen,,,,1,18.7,12.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196112,Water - Precipitation - unspecified (not reported),1961-12-15,1961-12-01,1961-12-31,,-6,University of Copenhagen,-45.9,University of Copenhagen,37,12,Tata Institute of Fundamental Research,9,12.8,9.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196201,Water - Precipitation - unspecified (not reported),1962-01-15,1962-01-01,1962-01-31,,-3.9,University of Copenhagen,-16.2,University of Copenhagen,454,20,Tata Institute of Fundamental Research,33,12.9,8.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196202,Water - Precipitation - unspecified (not reported),1962-02-15,1962-02-01,1962-02-28,,1.6,University of Copenhagen,15,University of Copenhagen,900,28,Tata Institute of Fundamental Research,13,17.7,12.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196203,Water - Precipitation - unspecified (not reported),1962-03-15,1962-03-01,1962-03-31,,1.6,University of Copenhagen,20.5,University of Copenhagen,748,20,Tata Institute of Fundamental Research,8,22.4,12.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196204,Water - Precipitation - unspecified (not reported),1962-04-15,1962-04-01,1962-04-30,,,,,,,,,,29.7,12,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196205,Water - Precipitation - unspecified (not reported),1962-05-15,1962-05-01,1962-05-31,,,,,,,,,1,32.9,14.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196206,Water - Precipitation - unspecified (not reported),1962-06-15,1962-06-01,1962-06-30,,2.6,University of Copenhagen,7.5,University of Copenhagen,340,21,Tata Institute of Fundamental Research,28,34.3,20,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196207,Water - Precipitation - unspecified (not reported),1962-07-15,1962-07-01,1962-07-31,,-5.3,University of Copenhagen,-29.2,University of Copenhagen,,,,201,31.4,30.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196208,Water - Precipitation - unspecified (not reported),1962-08-15,1962-08-01,1962-08-31,,-4.8,University of Copenhagen,-35.4,University of Copenhagen,,,,85,30.2,30.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196209,Water - Precipitation - unspecified (not reported),1962-09-15,1962-09-01,1962-09-30,,-11.5,University of Copenhagen,-75.6,University of Copenhagen,120,18,Tata Institute of Fundamental Research,183,28.3,27.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196210,Water - Precipitation - unspecified (not reported),1962-10-15,1962-10-01,1962-10-31,,,,,,,,,,24.5,14.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196211,Water - Precipitation - unspecified (not reported),1962-11-15,1962-11-01,1962-11-30,,-10.9,University of Copenhagen,-76.9,University of Copenhagen,,,,2,20,10.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196212,Water - Precipitation - unspecified (not reported),1962-12-15,1962-12-01,1962-12-31,,2.9,University of Copenhagen,12.5,University of Copenhagen,,,,25,14.8,11.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196301,Water - Precipitation - unspecified (not reported),1963-01-15,1963-01-01,1963-01-31,,,,,,,,,,12.9,9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196302,Water - Precipitation - unspecified (not reported),1963-02-15,1963-02-01,1963-02-28,,3.9,University of Copenhagen,13.1,University of Copenhagen,,,,12,18.5,12.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196303,Water - Precipitation - unspecified (not reported),1963-03-15,1963-03-01,1963-03-31,,,,,,,,,3,22.3,11.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196304,Water - Precipitation - unspecified (not reported),1963-04-15,1963-04-01,1963-04-30,,,,,,,,,5,28.1,11.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196305,Water - Precipitation - unspecified (not reported),1963-05-15,1963-05-01,1963-05-31,,,,,,,,,14,31.3,15,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196306,Water - Precipitation - unspecified (not reported),1963-06-15,1963-06-01,1963-06-30,,6.2,University of Copenhagen,27.3,University of Copenhagen,1180,22,Tata Institute of Fundamental Research,118,33.1,24.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196307,Water - Precipitation - unspecified (not reported),1963-07-15,1963-07-01,1963-07-31,,-6,University of Copenhagen,-39.7,University of Copenhagen,,,,46,32.6,33.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196308,Water - Precipitation - unspecified (not reported),1963-08-15,1963-08-01,1963-08-31,,-7.7,University of Copenhagen,-49.6,University of Copenhagen,,,,298,28.9,32.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196309,Water - Precipitation - unspecified (not reported),1963-09-15,1963-09-01,1963-09-30,,-15.3,University of Copenhagen,-120,University of Copenhagen,295,18,Tata Institute of Fundamental Research,278,28.1,25.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196310,Water - Precipitation - unspecified (not reported),1963-10-15,1963-10-01,1963-10-31,,,,,,,,,,26.7,19.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196311,Water - Precipitation - unspecified (not reported),1963-11-15,1963-11-01,1963-11-30,,-14.2,University of Copenhagen,-109,University of Copenhagen,,,,1,21.7,17.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196312,Water - Precipitation - unspecified (not reported),1963-12-15,1963-12-01,1963-12-31,,-1.4,University of Copenhagen,-19.2,University of Copenhagen,,,,27,15.2,10.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196401,Water - Precipitation - unspecified (not reported),1964-01-15,1964-01-01,1964-01-31,,,,,,,,,,12.3,8.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196402,Water - Precipitation - unspecified (not reported),1964-02-15,1964-02-01,1964-02-29,,-0.2,University of Copenhagen,-9.4,University of Copenhagen,,,,1,16.7,9.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196403,Water - Precipitation - unspecified (not reported),1964-03-15,1964-03-01,1964-03-31,,0.4,University of Copenhagen,-8.7,University of Copenhagen,,,,1,24.1,10.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196404,Water - Precipitation - unspecified (not reported),1964-04-15,1964-04-01,1964-04-30,,-3.6,University of Copenhagen,-30.2,University of Copenhagen,,,,5,29.5,14.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196405,Water - Precipitation - unspecified (not reported),1964-05-15,1964-05-01,1964-05-31,,2,University of Copenhagen,28.2,University of Copenhagen,,,,16,30.9,13.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196406,Water - Precipitation - unspecified (not reported),1964-06-15,1964-06-01,1964-06-30,,3.6,University of Copenhagen,26.1,University of Copenhagen,450,17,Tata Institute of Fundamental Research,28,34,19.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196407,Water - Precipitation - unspecified (not reported),1964-07-15,1964-07-01,1964-07-31,,-4.7,University of Copenhagen,-28.2,University of Copenhagen,600,20,Tata Institute of Fundamental Research,538,28.9,30.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196408,Water - Precipitation - unspecified (not reported),1964-08-15,1964-08-01,1964-08-31,,-6.2,University of Copenhagen,-45,University of Copenhagen,,,,446,29.4,31.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196409,Water - Precipitation - unspecified (not reported),1964-09-15,1964-09-01,1964-09-30,,-7.4,University of Copenhagen,-57.6,University of Copenhagen,390,18,Tata Institute of Fundamental Research,181,27.7,26.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196410,Water - Precipitation - unspecified (not reported),1964-10-15,1964-10-01,1964-10-31,,,,,,,,,,25.4,15.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196411,Water - Precipitation - unspecified (not reported),1964-11-15,1964-11-01,1964-11-30,,,,,,,,,,19.1,10.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196412,Water - Precipitation - unspecified (not reported),1964-12-15,1964-12-01,1964-12-31,,-4.3,University of Copenhagen,-36,University of Copenhagen,,,,16,15.2,11.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196501,Water - Precipitation - unspecified (not reported),1965-01-15,1965-01-01,1965-01-31,,4.8,University of Copenhagen,38.5,University of Copenhagen,,,,9,15.6,11.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196502,Water - Precipitation - unspecified (not reported),1965-02-15,1965-02-01,1965-02-28,,5.8,University of Copenhagen,55.8,University of Copenhagen,,,,9,16.7,10.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196503,Water - Precipitation - unspecified (not reported),1965-03-15,1965-03-01,1965-03-31,,1.3,University of Copenhagen,,,,,,2,21.7,10.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196504,Water - Precipitation - unspecified (not reported),1965-04-15,1965-04-01,1965-04-30,,2.4,University of Copenhagen,17.4,University of Copenhagen,,,,14,26.3,13.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196505,Water - Precipitation - unspecified (not reported),1965-05-15,1965-05-01,1965-05-31,,3.6,University of Copenhagen,19.3,University of Copenhagen,,,,6,31.3,12.3,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196506,Water - Precipitation - unspecified (not reported),1965-06-15,1965-06-01,1965-06-30,,8.2,University of Copenhagen,46.6,University of Copenhagen,,,,3,35,17.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196507,Water - Precipitation - unspecified (not reported),1965-07-15,1965-07-01,1965-07-31,,-6,University of Copenhagen,-43.4,University of Copenhagen,,,,168,31.1,28,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196508,Water - Precipitation - unspecified (not reported),1965-08-15,1965-08-01,1965-08-31,,-7.4,University of Copenhagen,-47.1,University of Copenhagen,,,,185,29.5,25.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196509,Water - Precipitation - unspecified (not reported),1965-09-15,1965-09-01,1965-09-30,,-6.6,University of Copenhagen,-48.3,University of Copenhagen,,,,197,28.5,22.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196510,Water - Precipitation - unspecified (not reported),1965-10-15,1965-10-01,1965-10-31,,,,,,,,,,26.3,16.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196511,Water - Precipitation - unspecified (not reported),1965-11-15,1965-11-01,1965-11-30,,,,,,,,,,21.3,12.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196512,Water - Precipitation - unspecified (not reported),1965-12-15,1965-12-01,1965-12-31,,,,,,,,,,14.7,9.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196601,Water - Precipitation - unspecified (not reported),1966-01-15,1966-01-01,1966-01-31,,2.6,University of Copenhagen,31.5,University of Copenhagen,,,,3,14.8,9.2,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196602,Water - Precipitation - unspecified (not reported),1966-02-15,1966-02-01,1966-02-28,,-0.4,University of Copenhagen,0.4,University of Copenhagen,,,,25,19.1,11.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196603,Water - Precipitation - unspecified (not reported),1966-03-15,1966-03-01,1966-03-31,,-0.1,University of Copenhagen,7,University of Copenhagen,,,,1,22.5,8.4,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196604,Water - Precipitation - unspecified (not reported),1966-04-15,1966-04-01,1966-04-30,,4.3,University of Copenhagen,36.8,University of Copenhagen,,,,1,28.9,9.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196605,Water - Precipitation - unspecified (not reported),1966-05-15,1966-05-01,1966-05-31,,1.7,University of Copenhagen,21.7,University of Copenhagen,,,,59,32.3,14.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196606,Water - Precipitation - unspecified (not reported),1966-06-15,1966-06-01,1966-06-30,,0.01,University of Copenhagen,7,University of Copenhagen,375,10,Tata Institute of Fundamental Research,163,32.5,23.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196607,Water - Precipitation - unspecified (not reported),1966-07-15,1966-07-01,1966-07-31,,-2.8,University of Copenhagen,-13.5,University of Copenhagen,305,7,Tata Institute of Fundamental Research,89,32.2,27.8,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196608,Water - Precipitation - unspecified (not reported),1966-08-15,1966-08-01,1966-08-31,,-9.2,University of Copenhagen,-54.7,University of Copenhagen,200,6,Tata Institute of Fundamental Research,212,29.3,29.7,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196609,Water - Precipitation - unspecified (not reported),1966-09-15,1966-09-01,1966-09-30,,-8.9,University of Copenhagen,-58.6,University of Copenhagen,180,7,Tata Institute of Fundamental Research,68,28.5,22.9,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196610,Water - Precipitation - unspecified (not reported),1966-10-15,1966-10-01,1966-10-31,,-8.5,University of Copenhagen,-52,University of Copenhagen,,,,30,26.3,16,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196611,Water - Precipitation - unspecified (not reported),1966-11-15,1966-11-01,1966-11-30,,,,,,,,,1,20.1,11.5,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196612,Water - Precipitation - unspecified (not reported),1966-12-15,1966-12-01,1966-12-31,,,,,,,,,,14.3,7.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196701,Water - Precipitation - unspecified (not reported),1967-01-15,1967-01-01,1967-01-31,,,,,,,,,,12.7,7.1,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196702,Water - Precipitation - rain,1967-02-15,1967-02-01,1967-02-28,,,,,,,,,2,18.8,10.6,,
GNIP,GNIP/M/IN/05,NEW DELHI,IN,4218200,28.58,77.2,212,Precipitation collectors - unknown,[Partner: India Meteorological Dept. Safdarjung Airport],196703,Water - Precipitation - rain,1967-03-15,1967-03-01,1967-03-31,,-6.23,University of Copenhagen,-34.8,University of Copenhagen,,,,50,21.3,12.4,,
