Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Conductivity,Conductivity Provider
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200512,Water - Precipitation - rain,2005-12-15,2005-12-01,2005-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200601,Water - Precipitation - rain,2006-01-15,2006-01-01,2006-01-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200602,Water - Precipitation - rain,2006-02-15,2006-02-01,2006-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200603,Water - Precipitation - rain,2006-03-15,2006-03-01,2006-03-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200604,Water - Precipitation - rain,2006-04-15,2006-04-01,2006-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200605,Water - Precipitation - rain,2006-05-15,2006-05-01,2006-05-31,,-30.3,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-228.3,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,,9.4,8.3,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200606,Water - Precipitation - rain,2006-06-15,2006-06-01,2006-06-30,,-8.4,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-53.7,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,27.5,9.6,9,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200607,Water - Precipitation - rain,2006-07-15,2006-07-01,2006-07-31,,-13.4,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-91.1,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,75.2,11.9,11.9,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200608,Water - Precipitation - rain,2006-08-15,2006-08-01,2006-08-31,,-15.3,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-107.1,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,85.9,10.7,11.3,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200609,Water - Precipitation - rain,2006-09-15,2006-09-01,2006-09-30,,-17.6,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-128.4,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,14.7,9.1,9,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200610,Water - Precipitation - rain,2006-10-15,2006-10-01,2006-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200611,Water - Precipitation - rain,2006-11-15,2006-11-01,2006-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,GOMUKH,IN,4210803,30.92611111,78.94027778,3800,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200612,Water - Precipitation - rain,2006-12-15,2006-12-01,2006-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200301,Water - Precipitation - rain,2003-01-15,2003-01-01,2003-01-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200302,Water - Precipitation - rain,2003-02-15,2003-02-01,2003-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200303,Water - Precipitation - rain,2003-03-15,2003-03-01,2003-03-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200304,Water - Precipitation - rain,2003-04-15,2003-04-01,2003-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200305,Water - Precipitation - rain,2003-05-15,2003-05-01,2003-05-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200306,Water - Precipitation - rain,2003-06-15,2003-06-01,2003-06-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200307,Water - Precipitation - rain,2003-07-15,2003-07-01,2003-07-31,,-5.25,International Atomic Energy Agency,-32.8,International Atomic Energy Agency,,,,248.9,27.5,32.3,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200308,Water - Precipitation - rain,2003-08-15,2003-08-01,2003-08-31,,-5.96,International Atomic Energy Agency,-35.9,International Atomic Energy Agency,,,,293.7,29.7,37,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200309,Water - Precipitation - rain,2003-09-15,2003-09-01,2003-09-30,,-8.77,International Atomic Energy Agency,-58.4,International Atomic Energy Agency,,,,314.6,26.2,30.1,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200310,Water - Precipitation - rain,2003-10-15,2003-10-01,2003-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200311,Water - Precipitation - rain,2003-11-15,2003-11-01,2003-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200312,Water - Precipitation - rain,2003-12-15,2003-12-01,2003-12-31,,-2.4,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-15.3,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,7.7,20.5,13.4,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200401,Water - Precipitation - rain,2004-01-15,2004-01-01,2004-01-31,,-3.7,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,,,37.5,18.1,12.9,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200402,Water - Precipitation - rain,2004-02-15,2004-02-01,2004-02-29,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200403,Water - Precipitation - rain,2004-03-15,2004-03-01,2004-03-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200404,Water - Precipitation - rain,2004-04-15,2004-04-01,2004-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200405,Water - Precipitation - rain,2004-05-15,2004-05-01,2004-05-31,,-5.24,International Atomic Energy Agency,-37.3,International Atomic Energy Agency,,,,42,32.8,17.2,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200406,Water - Precipitation - rain,2004-06-15,2004-06-01,2004-06-30,,-9.5,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-71,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,316.9,30,25.5,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200407,Water - Precipitation - rain,2004-07-15,2004-07-01,2004-07-31,,-4.04,International Atomic Energy Agency,-24,International Atomic Energy Agency,,,,173.2,28.2,29.5,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200408,Water - Precipitation - rain,2004-08-15,2004-08-01,2004-08-31,,-10.3,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-74.1,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,542.5,25.1,28.9,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200409,Water - Precipitation - rain,2004-09-15,2004-09-01,2004-09-30,,-7.6,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-52,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,1268,27.6,26.6,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200410,Water - Precipitation - rain,2004-10-15,2004-10-01,2004-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200411,Water - Precipitation - rain,2004-11-15,2004-11-01,2004-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200412,Water - Precipitation - rain,2004-12-15,2004-12-01,2004-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200501,Water - Precipitation - rain,2005-01-15,2005-01-01,2005-01-31,,1.1,"Isotope Hydrology Section, Bhabha Atomic Research Centre",13.2,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,11.4,17.7,13,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200502,Water - Precipitation - rain,2005-02-15,2005-02-01,2005-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200503,Water - Precipitation - rain,2005-03-15,2005-03-01,2005-03-31,,-0.1,"Isotope Hydrology Section, Bhabha Atomic Research Centre",16.5,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,44.8,26.5,15.8,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200504,Water - Precipitation - rain,2005-04-15,2005-04-01,2005-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200505,Water - Precipitation - rain,2005-05-15,2005-05-01,2005-05-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200506,Water - Precipitation - rain,2005-06-15,2005-06-01,2005-06-30,,-10,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-67,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,201.1,33.3,22.3,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200507,Water - Precipitation - rain,2005-07-15,2005-07-01,2005-07-31,,-4.2,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-27,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,1203.7,26.6,30.1,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200508,Water - Precipitation - rain,2005-08-15,2005-08-01,2005-08-31,,,"Isotope Hydrology Section, Bhabha Atomic Research Centre",7.8,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,124.9,26.1,27.2,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200509,Water - Precipitation - rain,2005-09-15,2005-09-01,2005-09-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200510,Water - Precipitation - rain,2005-10-15,2005-10-01,2005-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200511,Water - Precipitation - rain,2005-11-15,2005-11-01,2005-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200512,Water - Precipitation - rain,2005-12-15,2005-12-01,2005-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200601,Water - Precipitation - rain,2006-01-15,2006-01-01,2006-01-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200602,Water - Precipitation - rain,2006-02-15,2006-02-01,2006-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200603,Water - Precipitation - rain,2006-03-15,2006-03-01,2006-03-31,,,,-31.6,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,64,24.5,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200604,Water - Precipitation - rain,2006-04-15,2006-04-01,2006-04-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200605,Water - Precipitation - rain,2006-05-15,2006-05-01,2006-05-31,,,,-6.3,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,392,39.7,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200606,Water - Precipitation - rain,2006-06-15,2006-06-01,2006-06-30,,,,-31.9,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,117,31.5,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200607,Water - Precipitation - rain,2006-07-15,2006-07-01,2006-07-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200608,Water - Precipitation - rain,2006-08-15,2006-08-01,2006-08-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200609,Water - Precipitation - rain,2006-09-15,2006-09-01,2006-09-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200610,Water - Precipitation - rain,2006-10-15,2006-10-01,2006-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200611,Water - Precipitation - rain,2006-11-15,2006-11-01,2006-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,SAGAR,IN,4267100,23.82611111,78.7625,551,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200612,Water - Precipitation - rain,2006-12-15,2006-12-01,2006-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200301,Water - Precipitation - rain,2003-01-15,2003-01-01,2003-01-31,meteo data from www.tutiempo.net,,,,,,,,,21.5,15.7,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200302,Water - Precipitation - rain,2003-02-15,2003-02-01,2003-02-28,meteo data from www.tutiempo.net,,,,,,,,2,24.7,16.4,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200303,Water - Precipitation - rain,2003-03-15,2003-03-01,2003-03-31,meteo data from www.tutiempo.net,,,,,,,,3.8,26.7,17.2,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200304,Water - Precipitation - rain,2003-04-15,2003-04-01,2003-04-30,meteo data from www.tutiempo.net,,,,,,,,81.8,27.4,20.7,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200305,Water - Precipitation - rain,2003-05-15,2003-05-01,2003-05-31,meteo data from www.tutiempo.net,,,,,,,,1.3,28.2,20.5,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200306,Water - Precipitation - rain,2003-06-15,2003-06-01,2003-06-30,meteo data from www.tutiempo.net,,,,,,,,91.2,25.3,23.6,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200307,Water - Precipitation - rain,2003-07-15,2003-07-01,2003-07-31,,-4.25,International Atomic Energy Agency,-25.3,International Atomic Energy Agency,,,,80.3,24.8,23.3,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200308,Water - Precipitation - rain,2003-08-15,2003-08-01,2003-08-31,,-1.6,International Atomic Energy Agency,-2.7,International Atomic Energy Agency,,,,124.5,24.2,22.7,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200309,Water - Precipitation - rain,2003-09-15,2003-09-01,2003-09-30,,-1.6,International Atomic Energy Agency,-3.4,International Atomic Energy Agency,,,,100.5,24.1,20.4,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200310,Water - Precipitation - rain,2003-10-15,2003-10-01,2003-10-31,,-5.31,International Atomic Energy Agency,-29.85,International Atomic Energy Agency,,,,183.2,23.8,22.1,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200311,Water - Precipitation - rain,2003-11-15,2003-11-01,2003-11-30,meteo data from www.tutiempo.net,,,,,,,,27.4,22.1,19.2,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200312,Water - Precipitation - rain,2003-12-15,2003-12-01,2003-12-31,meteo data from www.tutiempo.net,,,,,,,,3.6,20.9,15.8,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200401,Water - Precipitation - rain,2004-01-15,2004-01-01,2004-01-31,,-0.16,International Atomic Energy Agency,11.35,International Atomic Energy Agency,,,,10.2,21.8,15.8,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200402,Water - Precipitation - rain,2004-02-15,2004-02-01,2004-02-29,meteo data from www.tutiempo.net,,,,,,,,2,23.4,13.8,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200403,Water - Precipitation - rain,2004-03-15,2004-03-01,2004-03-31,,-8.7,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,,,9.4,26.3,14.7,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200404,Water - Precipitation - rain,2004-04-15,2004-04-01,2004-04-30,meteo data from www.tutiempo.net,,,,,,,,52.3,27.5,20.4,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200405,Water - Precipitation - rain,2004-05-15,2004-05-01,2004-05-31,,-13.26,International Atomic Energy Agency,-94.8,International Atomic Energy Agency,,,,152.8,25.1,23.8,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200406,Water - Precipitation - rain,2004-06-15,2004-06-01,2004-06-30,,-1.8,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-1.6,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,73.2,24.3,22,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200407,Water - Precipitation - rain,2004-07-15,2004-07-01,2004-07-31,,-4.1,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-16.6,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,142.2,23.7,22.1,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200408,Water - Precipitation - rain,2004-08-15,2004-08-01,2004-08-31,,-0.1,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,,,55.4,23.6,21.6,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200409,Water - Precipitation - rain,2004-09-15,2004-09-01,2004-09-30,,-4.8,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-22.6,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,290.4,23.6,22.2,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200410,Water - Precipitation - rain,2004-10-15,2004-10-01,2004-10-31,,-5,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-19.9,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,193.2,23.4,21.7,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200411,Water - Precipitation - rain,2004-11-15,2004-11-01,2004-11-30,,-1.4,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-3.7,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,16,21.8,18.6,,
GNIP,GNIP/M/IN/01,BANGLORE,IN,4330250,12.97166667,77.59416667,897,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200412,Water - Precipitation - rain,2004-12-15,2004-12-01,2004-12-31,meteo data from www.tutiempo.net,,,,,,,,,20.9,15.5,,
GNIP,GNIP/M/IN/01,KOLKATA,IN,4280811,22.79777778,88.37166667,6,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200401,Water - Precipitation - rain,2004-01-15,2004-01-01,2004-01-31,meteo data from www.tutiempo.net,,,,,,,,,19.8,15.9,,
GNIP,GNIP/M/IN/01,KOLKATA,IN,4280811,22.79777778,88.37166667,6,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200402,Water - Precipitation - rain,2004-02-15,2004-02-01,2004-02-29,meteo data from www.tutiempo.net,,,,,,,,,23.5,17.1,,
GNIP,GNIP/M/IN/01,KOLKATA,IN,4280811,22.79777778,88.37166667,6,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200403,Water - Precipitation - rain,2004-03-15,2004-03-01,2004-03-31,meteo data from www.tutiempo.net,,,,,,,,11.2,28.1,23.7,,
GNIP,GNIP/M/IN/01,KOLKATA,IN,4280811,22.79777778,88.37166667,6,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200404,Water - Precipitation - rain,2004-04-15,2004-04-01,2004-04-30,meteo data from www.tutiempo.net,,,,,,,,81.3,29.1,31.4,,
GNIP,GNIP/M/IN/01,KOLKATA,IN,4280811,22.79777778,88.37166667,6,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200405,Water - Precipitation - rain,2004-05-15,2004-05-01,2004-05-31,meteo data from www.tutiempo.net,,,,,,,,54.9,31.9,31.1,,
GNIP,GNIP/M/IN/01,KOLKATA,IN,4280811,22.79777778,88.37166667,6,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200406,Water - Precipitation - rain,2004-06-15,2004-06-01,2004-06-30,meteo data from www.tutiempo.net,,,,,,,,307.6,30.4,32.5,,
GNIP,GNIP/M/IN/01,KOLKATA,IN,4280811,22.79777778,88.37166667,6,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200407,Water - Precipitation - rain,2004-07-15,2004-07-01,2004-07-31,,-9,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-67.9,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,185.1,28.2,31.6,,
GNIP,GNIP/M/IN/01,KOLKATA,IN,4280811,22.79777778,88.37166667,6,Precipitation collectors - unknown,[Reference: Kumar et al. 2010],200408,Water - Precipitation - rain,2004-08-15,2004-08-01,2004-08-31,,-6.4,"Isotope Hydrology Section, Bhabha Atomic Research Centre",-42.1,"Isotope Hydrology Section, Bhabha Atomic Research Centre",,,,277.1,28,32.3,,
