Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196011,Water - Precipitation - rain,1960-11-15,1960-11-01,1960-11-30,,-5.3,University of Copenhagen,-24,University of Copenhagen,30,5,Weizmann Institute of Sciences,132,19.1,16.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196012,Water - Precipitation - rain,1960-12-15,1960-12-01,1960-12-31,,,,,,,,,11,17,13.1
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196101,Water - Precipitation - rain,1961-01-15,1961-01-01,1961-01-31,,-4.9,University of Copenhagen,-16,University of Copenhagen,30,5,Weizmann Institute of Sciences,166,12.4,10.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196102,Water - Precipitation - rain,1961-02-15,1961-02-01,1961-02-28,,-7,University of Copenhagen,-28,University of Copenhagen,,,,138,11.7,10.1
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196103,Water - Precipitation - rain,1961-03-15,1961-03-01,1961-03-31,,-0.3,University of Copenhagen,4,University of Copenhagen,,,,15,13,10
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196104,Water - Precipitation - rain,1961-04-15,1961-04-01,1961-04-30,,,,,,,,,3,17.2,12.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196105,Water - Precipitation - rain,1961-05-15,1961-05-01,1961-05-31,,-5.1,University of Copenhagen,-25,University of Copenhagen,110,10,Weizmann Institute of Sciences,18,21,14.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196106,Water - Precipitation - unspecified (not reported),1961-06-15,1961-06-01,1961-06-30,,,,,,,,,,24,16.7
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196107,Water - Precipitation - unspecified (not reported),1961-07-15,1961-07-01,1961-07-31,,,,,,,,,,24.8,20.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196108,Water - Precipitation - unspecified (not reported),1961-08-15,1961-08-01,1961-08-31,,,,,,,,,,25.7,21.7
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196109,Water - Precipitation - unspecified (not reported),1961-09-15,1961-09-01,1961-09-30,,,,,,,,,,23.1,17.2
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196110,Water - Precipitation - rain,1961-10-15,1961-10-01,1961-10-31,,,,,,,,,7,21,15.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196111,Water - Precipitation - rain,1961-11-15,1961-11-01,1961-11-30,,-4,University of Copenhagen,-3,University of Copenhagen,235,25,Weizmann Institute of Sciences,20,17.3,12.2
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196112,Water - Precipitation - rain,1961-12-15,1961-12-01,1961-12-31,,-5.4,University of Copenhagen,-30,University of Copenhagen,99,,Weizmann Institute of Sciences,221,14.4,11.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196201,Water - Precipitation - rain,1962-01-15,1962-01-01,1962-01-31,,-4.9,University of Copenhagen,-24,University of Copenhagen,151,,Weizmann Institute of Sciences,98,13.6,11.8
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196202,Water - Precipitation - rain,1962-02-15,1962-02-01,1962-02-28,,,,,,,,,81,12.4,10.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196203,Water - Precipitation - rain,1962-03-15,1962-03-01,1962-03-31,,,,,,,,,2,16.4,11.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196204,Water - Precipitation - rain,1962-04-15,1962-04-01,1962-04-30,,,,,,450,,Weizmann Institute of Sciences,18,16.5,12.1
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196205,Water - Precipitation - rain,1962-05-15,1962-05-01,1962-05-31,,,,,,,,,1,20.5,14.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196206,Water - Precipitation - unspecified (not reported),1962-06-15,1962-06-01,1962-06-30,,,,,,,,,,23,17.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196207,Water - Precipitation - unspecified (not reported),1962-07-15,1962-07-01,1962-07-31,,,,,,,,,,24.4,19.5
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196208,Water - Precipitation - unspecified (not reported),1962-08-15,1962-08-01,1962-08-31,,,,,,,,,,26.2,22.1
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196209,Water - Precipitation - unspecified (not reported),1962-09-15,1962-09-01,1962-09-30,,,,,,,,,,24.2,19.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196210,Water - Precipitation - rain,1962-10-15,1962-10-01,1962-10-31,,,,,,264,,Weizmann Institute of Sciences,24,22.2,18.7
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196211,Water - Precipitation - unspecified (not reported),1962-11-15,1962-11-01,1962-11-30,,,,,,,,,,20.4,12.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196212,Water - Precipitation - rain,1962-12-15,1962-12-01,1962-12-31,,-4.8,University of Copenhagen,-17,University of Copenhagen,412,,Weizmann Institute of Sciences,150,15.1,11.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196301,Water - Precipitation - rain,1963-01-15,1963-01-01,1963-01-31,,-7.1,University of Copenhagen,-29,University of Copenhagen,330,40,Weizmann Institute of Sciences,125,13.4,11.2
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196302,Water - Precipitation - rain,1963-02-15,1963-02-01,1963-02-28,,-7.2,University of Copenhagen,-29,University of Copenhagen,450,40,Weizmann Institute of Sciences,62,14.8,11.2
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196303,Water - Precipitation - rain,1963-03-15,1963-03-01,1963-03-31,,,,,,474,,Weizmann Institute of Sciences,22,13.8,10.8
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196304,Water - Precipitation - rain,1963-04-15,1963-04-01,1963-04-30,,-2.3,University of Copenhagen,-17,University of Copenhagen,1940,90,Weizmann Institute of Sciences,7,18.4,13.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196305,Water - Precipitation - rain,1963-05-15,1963-05-01,1963-05-31,,,,,,,,,4,20.5,14.2
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196306,Water - Precipitation - unspecified (not reported),1963-06-15,1963-06-01,1963-06-30,,,,,,,,,,23.1,17.7
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196307,Water - Precipitation - unspecified (not reported),1963-07-15,1963-07-01,1963-07-31,,,,,,,,,,25.4,22.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196308,Water - Precipitation - unspecified (not reported),1963-08-15,1963-08-01,1963-08-31,,,,,,,,,,26.5,24.2
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196309,Water - Precipitation - unspecified (not reported),1963-09-15,1963-09-01,1963-09-30,,,,,,,,,,25,20.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196310,Water - Precipitation - rain,1963-10-15,1963-10-01,1963-10-31,,,,,,757,,Weizmann Institute of Sciences,106,22.8,18.5
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196311,Water - Precipitation - rain,1963-11-15,1963-11-01,1963-11-30,,-3.5,University of Copenhagen,,,590,40,Weizmann Institute of Sciences,72,17.8,15.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196312,Water - Precipitation - rain,1963-12-15,1963-12-01,1963-12-31,,-5.4,University of Copenhagen,,,705,40,Weizmann Institute of Sciences,162,18.3,15.7
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196401,Water - Precipitation - rain,1964-01-15,1964-01-01,1964-01-31,,-4.1,University of Copenhagen,-13.6,University of Copenhagen,510,40,Weizmann Institute of Sciences,131,10.8,9.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196402,Water - Precipitation - rain,1964-02-15,1964-02-01,1964-02-29,,-5.2,University of Copenhagen,,,508,7,Weizmann Institute of Sciences,152,12.4,11
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196403,Water - Precipitation - rain,1964-03-15,1964-03-01,1964-03-31,,,,,,545,30,Weizmann Institute of Sciences,50,15.6,12.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196404,Water - Precipitation - rain,1964-04-15,1964-04-01,1964-04-30,,,,,,,,,10,16.6,12
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196405,Water - Precipitation - unspecified (not reported),1964-05-15,1964-05-01,1964-05-31,,,,,,,,,,18.3,12.8
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196406,Water - Precipitation - unspecified (not reported),1964-06-15,1964-06-01,1964-06-30,,,,,,,,,,22.7,17.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196407,Water - Precipitation - unspecified (not reported),1964-07-15,1964-07-01,1964-07-31,,,,,,,,,,24.2,19.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196408,Water - Precipitation - unspecified (not reported),1964-08-15,1964-08-01,1964-08-31,,,,,,,,,,24.8,21.2
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196409,Water - Precipitation - unspecified (not reported),1964-09-15,1964-09-01,1964-09-30,,,,,,,,,,23,17.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196410,Water - Precipitation - unspecified (not reported),1964-10-15,1964-10-01,1964-10-31,,,,,,,,,,20.2,15.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196411,Water - Precipitation - rain,1964-11-15,1964-11-01,1964-11-30,,-3.7,University of Copenhagen,-13.9,University of Copenhagen,198,11,Weizmann Institute of Sciences,272,16.9,14
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196412,Water - Precipitation - rain,1964-12-15,1964-12-01,1964-12-31,,-8.5,University of Copenhagen,-47.5,University of Copenhagen,249,10,Weizmann Institute of Sciences,253,14,11.8
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196501,Water - Precipitation - rain,1965-01-15,1965-01-01,1965-01-31,,-5.7,University of Copenhagen,-27.6,University of Copenhagen,277,10,Weizmann Institute of Sciences,266,12.3,11.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196502,Water - Precipitation - rain,1965-02-15,1965-02-01,1965-02-28,,-3.3,University of Copenhagen,,,220,10,Weizmann Institute of Sciences,70,12.7,10.8
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196503,Water - Precipitation - rain,1965-03-15,1965-03-01,1965-03-31,,-4.9,University of Copenhagen,,,510,30,Weizmann Institute of Sciences,37,15.7,11.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196504,Water - Precipitation - rain,1965-04-15,1965-04-01,1965-04-30,,-2.7,University of Copenhagen,,,360,25,Weizmann Institute of Sciences,14,17.2,11.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196505,Water - Precipitation - unspecified (not reported),1965-05-15,1965-05-01,1965-05-31,,,,,,,,,,19.6,12.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196506,Water - Precipitation - unspecified (not reported),1965-06-15,1965-06-01,1965-06-30,,,,,,,,,,23.8,17.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196507,Water - Precipitation - unspecified (not reported),1965-07-15,1965-07-01,1965-07-31,,,,,,,,,,24.6,20.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196508,Water - Precipitation - unspecified (not reported),1965-08-15,1965-08-01,1965-08-31,,,,,,,,,,25.2,21.1
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196509,Water - Precipitation - unspecified (not reported),1965-09-15,1965-09-01,1965-09-30,,,,,,,,,,23.9,20.1
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196510,Water - Precipitation - rain,1965-10-15,1965-10-01,1965-10-31,,,,,,141,,Weizmann Institute of Sciences,35,20.5,15.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196511,Water - Precipitation - rain,1965-11-15,1965-11-01,1965-11-30,,-3.6,Weizmann Institute of Sciences,,,117,20,Weizmann Institute of Sciences,60,16.6,13.2
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196512,Water - Precipitation - rain,1965-12-15,1965-12-01,1965-12-31,,-3.83,Weizmann Institute of Sciences,-4.3,Weizmann Institute of Sciences,84,20,Weizmann Institute of Sciences,59,14.2,11.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196601,Water - Precipitation - rain,1966-01-15,1966-01-01,1966-01-31,,-4.79,Weizmann Institute of Sciences,-30,Weizmann Institute of Sciences,120,20,Weizmann Institute of Sciences,83,13,10.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196602,Water - Precipitation - rain,1966-02-15,1966-02-01,1966-02-28,,-4.69,Weizmann Institute of Sciences,-25.3,Weizmann Institute of Sciences,125,9,Weizmann Institute of Sciences,59,13.1,11.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196603,Water - Precipitation - rain,1966-03-15,1966-03-01,1966-03-31,,-5.4,Weizmann Institute of Sciences,-25.8,Weizmann Institute of Sciences,170,21,Weizmann Institute of Sciences,59,14.4,10.8
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196604,Water - Precipitation - unspecified (not reported),1966-04-15,1966-04-01,1966-04-30,,,,,,,,,,18.2,11.6
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196605,Water - Precipitation - unspecified (not reported),1966-05-15,1966-05-01,1966-05-31,,,,,,,,,,19.5,13.8
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196606,Water - Precipitation - unspecified (not reported),1966-06-15,1966-06-01,1966-06-30,,,,,,,,,,23,18.5
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196607,Water - Precipitation - unspecified (not reported),1966-07-15,1966-07-01,1966-07-31,,,,,,,,,,25,21.5
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196608,Water - Precipitation - unspecified (not reported),1966-08-15,1966-08-01,1966-08-31,,,,,,,,,,25.4,22
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196609,Water - Precipitation - unspecified (not reported),1966-09-15,1966-09-01,1966-09-30,,,,,,,,,,24,19
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196610,Water - Precipitation - rain,1966-10-15,1966-10-01,1966-10-31,,-4.01,Weizmann Institute of Sciences,-26.7,Weizmann Institute of Sciences,104,10,Weizmann Institute of Sciences,28,21.9,17.8
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196611,Water - Precipitation - rain,1966-11-15,1966-11-01,1966-11-30,,-3.25,Weizmann Institute of Sciences,,,81,10,Weizmann Institute of Sciences,26,20.7,15.1
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196612,Water - Precipitation - rain,1966-12-15,1966-12-01,1966-12-31,,-4.45,Weizmann Institute of Sciences,-22,Weizmann Institute of Sciences,56,10,Weizmann Institute of Sciences,261,15.3,11.9
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196701,Water - Precipitation - rain,1967-01-15,1967-01-01,1967-01-31,,-3.48,Weizmann Institute of Sciences,,,65,10,Weizmann Institute of Sciences,236,11.5,10.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196702,Water - Precipitation - rain,1967-02-15,1967-02-01,1967-02-28,,-5.59,Weizmann Institute of Sciences,,,121,10,Weizmann Institute of Sciences,82,11.7,9.7
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196703,Water - Precipitation - rain,1967-03-15,1967-03-01,1967-03-31,,-4.63,Weizmann Institute of Sciences,,,104,10,Weizmann Institute of Sciences,112,12.8,10.3
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196704,Water - Precipitation - rain,1967-04-15,1967-04-01,1967-04-30,,,,,,,,,4,16.8,12.4
GNIP,GNIP/M/IL/01,BET DAGAN,IL,4017900,31.99730278,34.81616111,39,Precipitation collectors - unknown,"[Partner: Weizmann Institute of Science, Rehovot]",196705,Water - Precipitation - rain,1967-05-15,1967-05-01,1967-05-31,,,,,,182,7,Weizmann Institute of Sciences,4,19.6,15.5
