Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure,Alkalinity,Alkalinity Provider
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",198908,Water - Precipitation - unspecified (not reported),1989-08-15,1989-08-01,1989-08-31,,,,,,,,,,,,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",198909,Water - Precipitation - rain,1989-09-15,1989-09-01,1989-09-30,,,,,,,,,162,,,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",198910,Water - Precipitation - unspecified (not reported),1989-10-15,1989-10-01,1989-10-31,,,,,,,,,,,,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",198911,Water - Precipitation - unspecified (not reported),1989-11-15,1989-11-01,1989-11-30,,,,,,,,,,,,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",198912,Water - Precipitation - unspecified (not reported),1989-12-15,1989-12-01,1989-12-31,,,,,,,,,,,,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199001,Water - Precipitation - rain,1990-01-15,1990-01-01,1990-01-31,,,,,,13.3,2.4,International Atomic Energy Agency,1,16.1,8.2,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199002,Water - Precipitation - rain,1990-02-15,1990-02-01,1990-02-28,,-0.76,International Atomic Energy Agency,13.6,International Atomic Energy Agency,3.6,0.3,International Atomic Energy Agency,152,17.2,11.6,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199003,Water - Precipitation - rain,1990-03-15,1990-03-01,1990-03-31,,-0.31,International Atomic Energy Agency,14.2,International Atomic Energy Agency,2,0.4,International Atomic Energy Agency,60,16.9,12.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199004,Water - Precipitation - rain,1990-04-15,1990-04-01,1990-04-30,,-1.85,International Atomic Energy Agency,4.1,International Atomic Energy Agency,5.9,0.4,International Atomic Energy Agency,146,17.1,12.1,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199005,Water - Precipitation - rain,1990-05-15,1990-05-01,1990-05-31,,1.67,International Atomic Energy Agency,32.9,International Atomic Energy Agency,2.5,0.4,International Atomic Energy Agency,20,19.1,10.1,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199006,Water - Precipitation - rain,1990-06-15,1990-06-01,1990-06-30,,2.57,International Atomic Energy Agency,41.9,International Atomic Energy Agency,6.8,0.4,International Atomic Energy Agency,84,16.9,9.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199007,Water - Precipitation - rain,1990-07-15,1990-07-01,1990-07-31,,-2.76,International Atomic Energy Agency,-7.3,International Atomic Energy Agency,9.9,0.5,International Atomic Energy Agency,215,16.3,11.8,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199008,Water - Precipitation - rain,1990-08-15,1990-08-01,1990-08-31,,-0.29,International Atomic Energy Agency,11,International Atomic Energy Agency,12,0.5,International Atomic Energy Agency,268,16,11.9,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199009,Water - Precipitation - rain,1990-09-15,1990-09-01,1990-09-30,,-0.34,International Atomic Energy Agency,12.8,International Atomic Energy Agency,7.4,0.5,International Atomic Energy Agency,184,16.2,12.5,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199010,Water - Precipitation - rain,1990-10-15,1990-10-01,1990-10-31,,2.61,International Atomic Energy Agency,27,International Atomic Energy Agency,10.9,3.6,International Atomic Energy Agency,16,16,8,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199011,Water - Precipitation - rain,1990-11-15,1990-11-01,1990-11-30,,3.89,International Atomic Energy Agency,35.3,International Atomic Energy Agency,7.1,2.3,International Atomic Energy Agency,6,16.1,9.2,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199012,Water - Precipitation - unspecified (not reported),1990-12-15,1990-12-01,1990-12-31,,,,,,,,,,15.3,6.8,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199101,Water - Precipitation - rain,1991-01-15,1991-01-01,1991-01-31,,-1.09,International Atomic Energy Agency,2.2,International Atomic Energy Agency,6.8,3,International Atomic Energy Agency,1,17.4,8.5,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199102,Water - Precipitation - rain,1991-02-15,1991-02-01,1991-02-28,,0.99,International Atomic Energy Agency,24.3,International Atomic Energy Agency,5.7,0.4,International Atomic Energy Agency,69,17.9,10.1,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199103,Water - Precipitation - rain,1991-03-15,1991-03-01,1991-03-31,,-0.49,International Atomic Energy Agency,9.4,International Atomic Energy Agency,,,,105,18.4,10.6,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199104,Water - Precipitation - rain,1991-04-15,1991-04-01,1991-04-30,,,,53.3,International Atomic Energy Agency,18.1,3,International Atomic Energy Agency,34,19,9.1,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199105,Water - Precipitation - rain,1991-05-15,1991-05-01,1991-05-31,,,,,,6.1,0.4,International Atomic Energy Agency,55,19.6,9.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199106,Water - Precipitation - rain,1991-06-15,1991-06-01,1991-06-30,,0.19,International Atomic Energy Agency,18.1,International Atomic Energy Agency,10.6,0.5,International Atomic Energy Agency,190,17.9,10.9,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199107,Water - Precipitation - rain,1991-07-15,1991-07-01,1991-07-31,,-2.61,International Atomic Energy Agency,-6,International Atomic Energy Agency,12.1,0.5,International Atomic Energy Agency,248,16.2,12.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199108,Water - Precipitation - rain,1991-08-15,1991-08-01,1991-08-31,,-3.08,International Atomic Energy Agency,-9,International Atomic Energy Agency,11.2,0.5,International Atomic Energy Agency,133,16.1,14.5,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199109,Water - Precipitation - rain,1991-09-15,1991-09-01,1991-09-30,,,,,,,,,120,16.9,11.8,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199110,Water - Precipitation - rain,1991-10-15,1991-10-01,1991-10-31,,,,32.7,International Atomic Energy Agency,16.1,3.2,International Atomic Energy Agency,3,16.3,7.7,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199111,Water - Precipitation - unspecified (not reported),1991-11-15,1991-11-01,1991-11-30,,,,,,,,,,15.6,7.2,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199112,Water - Precipitation - rain,1991-12-15,1991-12-01,1991-12-31,,-2.45,International Atomic Energy Agency,-9.2,International Atomic Energy Agency,13.6,3,International Atomic Energy Agency,50,15.6,8.6,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199201,Water - Precipitation - unspecified (not reported),1992-01-15,1992-01-01,1992-01-31,,0.9,International Atomic Energy Agency,18.8,International Atomic Energy Agency,3.7,0.7,International Atomic Energy Agency,,,,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199202,Water - Precipitation - rain,1992-02-15,1992-02-01,1992-02-29,,1.09,International Atomic Energy Agency,18.7,International Atomic Energy Agency,7.4,3.4,International Atomic Energy Agency,33,17.2,10.7,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199203,Water - Precipitation - rain,1992-03-15,1992-03-01,1992-03-31,,3.09,International Atomic Energy Agency,28.3,International Atomic Energy Agency,5.1,2.4,International Atomic Energy Agency,20,19.1,9.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199204,Water - Precipitation - rain,1992-04-15,1992-04-01,1992-04-30,,1.4,International Atomic Energy Agency,24,International Atomic Energy Agency,3.7,0.7,International Atomic Energy Agency,40,19,9.6,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199205,Water - Precipitation - rain,1992-05-15,1992-05-01,1992-05-31,,0.52,International Atomic Energy Agency,16,International Atomic Energy Agency,4,0.4,International Atomic Energy Agency,55,19.4,11.7,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199206,Water - Precipitation - rain,1992-06-15,1992-06-01,1992-06-30,,0.63,International Atomic Energy Agency,18.6,International Atomic Energy Agency,7,0.4,International Atomic Energy Agency,108,17.5,10.6,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199207,Water - Precipitation - rain,1992-07-15,1992-07-01,1992-07-31,,-1.19,International Atomic Energy Agency,6.6,International Atomic Energy Agency,9.5,0.5,International Atomic Energy Agency,78,16.7,11.7,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199208,Water - Precipitation - rain,1992-08-15,1992-08-01,1992-08-31,,-7.2,International Atomic Energy Agency,-40.1,International Atomic Energy Agency,9.7,0.5,International Atomic Energy Agency,138,26.1,17.3,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199209,Water - Precipitation - rain,1992-09-15,1992-09-01,1992-09-30,,-1.48,International Atomic Energy Agency,3.7,International Atomic Energy Agency,8.7,0.5,International Atomic Energy Agency,122,15.4,12.7,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199210,Water - Precipitation - rain,1992-10-15,1992-10-01,1992-10-31,,1.93,International Atomic Energy Agency,24,International Atomic Energy Agency,10.9,3.3,International Atomic Energy Agency,69,15.9,8.7,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199211,Water - Precipitation - rain,1992-11-15,1992-11-01,1992-11-30,,,,,,,,,,15.4,8.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199212,Water - Precipitation - rain,1992-12-15,1992-12-01,1992-12-31,,-2.85,International Atomic Energy Agency,-11.5,International Atomic Energy Agency,2.4,2.3,International Atomic Energy Agency,1,13.6,9.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199301,Water - Precipitation - rain,1993-01-15,1993-01-01,1993-01-31,,0.34,International Atomic Energy Agency,13.6,International Atomic Energy Agency,5.8,3.3,International Atomic Energy Agency,11,16.6,9.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199302,Water - Precipitation - rain,1993-02-15,1993-02-01,1993-02-28,,-1.05,International Atomic Energy Agency,9.1,International Atomic Energy Agency,5.1,0.8,International Atomic Energy Agency,67,16.8,9.5,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199303,Water - Precipitation - rain,1993-03-15,1993-03-01,1993-03-31,,5.23,International Atomic Energy Agency,48.1,International Atomic Energy Agency,5.1,1.1,International Atomic Energy Agency,16,18.4,8,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199304,Water - Precipitation - rain,1993-04-15,1993-04-01,1993-04-30,,-0.25,International Atomic Energy Agency,13.1,International Atomic Energy Agency,4.1,0.5,International Atomic Energy Agency,158,17.8,10.5,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199305,Water - Precipitation - rain,1993-05-15,1993-05-01,1993-05-31,,-0.19,International Atomic Energy Agency,12.9,International Atomic Energy Agency,4.9,0.5,International Atomic Energy Agency,97,18,11,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199306,Water - Precipitation - rain,1993-06-15,1993-06-01,1993-06-30,,0.69,International Atomic Energy Agency,19.6,International Atomic Energy Agency,8.3,0.6,International Atomic Energy Agency,208,16.9,11.1,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199307,Water - Precipitation - rain,1993-07-15,1993-07-01,1993-07-31,,-1.4,International Atomic Energy Agency,5.2,International Atomic Energy Agency,10,0.7,International Atomic Energy Agency,274,16.2,10.6,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199308,Water - Precipitation - rain,1993-08-15,1993-08-01,1993-08-31,,-1.49,International Atomic Energy Agency,6.4,International Atomic Energy Agency,8.5,0.7,International Atomic Energy Agency,427,16.1,10.5,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199309,Water - Precipitation - rain,1993-09-15,1993-09-01,1993-09-30,,0.99,International Atomic Energy Agency,26.1,International Atomic Energy Agency,6.5,0.6,International Atomic Energy Agency,243,15.9,9.4,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199310,Water - Precipitation - rain,1993-10-15,1993-10-01,1993-10-31,,-1.63,International Atomic Energy Agency,-0.9,International Atomic Energy Agency,5.3,0.9,International Atomic Energy Agency,62,16.2,8.8,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199311,Water - Precipitation - unspecified (not reported),1993-11-15,1993-11-01,1993-11-30,,,,,,,,,,15.5,7.3,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199312,Water - Precipitation - rain,1993-12-15,1993-12-01,1993-12-31,,-0.47,International Atomic Energy Agency,7.7,International Atomic Energy Agency,3.6,3,International Atomic Energy Agency,5,15.4,6.9,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199401,Water - Precipitation - unspecified (not reported),1994-01-15,1994-01-01,1994-01-31,,,,,,,,,,16.2,6.7,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199402,Water - Precipitation - unspecified (not reported),1994-02-15,1994-02-01,1994-02-28,,,,,,,,,,,,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199403,Water - Precipitation - unspecified (not reported),1994-03-15,1994-03-01,1994-03-31,,0.98,International Atomic Energy Agency,19,International Atomic Energy Agency,4.9,0.7,International Atomic Energy Agency,82,18.6,9,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199404,Water - Precipitation - unspecified (not reported),1994-04-15,1994-04-01,1994-04-30,,2.19,International Atomic Energy Agency,22.3,International Atomic Energy Agency,5.3,0.7,International Atomic Energy Agency,70,18.5,10.5,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199405,Water - Precipitation - unspecified (not reported),1994-05-15,1994-05-01,1994-05-31,,0.82,International Atomic Energy Agency,12.3,International Atomic Energy Agency,16.2,2.1,International Atomic Energy Agency,31,18.6,9.6,,
GNIP,GNIP/M/ET/01,ADDIS ABABA,ET,6345000,9,38.73,2360,Precipitation collectors - unknown,"[Partner: National Meteorological Agency, Addis Ababa]",199406,Water - Precipitation - unspecified (not reported),1994-06-15,1994-06-01,1994-06-30,,2.78,International Atomic Energy Agency,38.1,International Atomic Energy Agency,8.6,0.5,International Atomic Energy Agency,112,18.6,14.1,,
