Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196207,Water - Precipitation - unspecified (not reported),1962-07-15,1962-07-01,1962-07-31,,,,,,,,,6,22.9,19.8
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196208,Water - Precipitation - unspecified (not reported),1962-08-15,1962-08-01,1962-08-31,,,,,,,,,1,23.9,22.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196209,Water - Precipitation - unspecified (not reported),1962-09-15,1962-09-01,1962-09-30,,-7.4,University of Copenhagen,-53.9,University of Copenhagen,449,12,International Atomic Energy Agency,32,21.2,17.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196210,Water - Precipitation - unspecified (not reported),1962-10-15,1962-10-01,1962-10-31,,-5.6,University of Copenhagen,-35.4,University of Copenhagen,312,,International Atomic Energy Agency,104,17.7,13.9
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196211,Water - Precipitation - unspecified (not reported),1962-11-15,1962-11-01,1962-11-30,,-7.8,University of Copenhagen,-50.2,University of Copenhagen,514,16,International Atomic Energy Agency,184,11.6,9.2
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196212,Water - Precipitation - unspecified (not reported),1962-12-15,1962-12-01,1962-12-31,,-9.1,University of Copenhagen,-62,University of Copenhagen,530,,International Atomic Energy Agency,36,7.8,5.7
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196301,Water - Precipitation - unspecified (not reported),1963-01-15,1963-01-01,1963-01-31,,-6.2,University of Copenhagen,-40.3,University of Copenhagen,412,9.5,International Atomic Energy Agency,123,4.5,4.9
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196302,Water - Precipitation - unspecified (not reported),1963-02-15,1963-02-01,1963-02-28,,-12.7,University of Copenhagen,-91,University of Copenhagen,1150,,International Atomic Energy Agency,60,5.3,5.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196303,Water - Precipitation - unspecified (not reported),1963-03-15,1963-03-01,1963-03-31,,-3.3,University of Copenhagen,-22.4,University of Copenhagen,625,11,International Atomic Energy Agency,144,10.6,8.8
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196304,Water - Precipitation - unspecified (not reported),1963-04-15,1963-04-01,1963-04-30,,-3.9,University of Copenhagen,-28.6,University of Copenhagen,2020,,International Atomic Energy Agency,149,14.3,12.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196305,Water - Precipitation - unspecified (not reported),1963-05-15,1963-05-01,1963-05-31,,-6.2,University of Copenhagen,-47.1,University of Copenhagen,4473,68,International Atomic Energy Agency,25,18.8,15.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196306,Water - Precipitation - unspecified (not reported),1963-06-15,1963-06-01,1963-06-30,,-4.3,University of Copenhagen,-28.6,University of Copenhagen,2720,58,International Atomic Energy Agency,216,20.4,17
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196307,Water - Precipitation - unspecified (not reported),1963-07-15,1963-07-01,1963-07-31,,-3.9,University of Copenhagen,-21.7,University of Copenhagen,,,,9,25.6,21.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196308,Water - Precipitation - unspecified (not reported),1963-08-15,1963-08-01,1963-08-31,,,,,,2040,,International Atomic Energy Agency,147,22.9,19.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196309,Water - Precipitation - unspecified (not reported),1963-09-15,1963-09-01,1963-09-30,,-4.9,University of Copenhagen,-29.8,University of Copenhagen,1143,93,International Atomic Energy Agency,256,20.6,17.7
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196310,Water - Precipitation - unspecified (not reported),1963-10-15,1963-10-01,1963-10-31,,-4.6,University of Copenhagen,-27.3,University of Copenhagen,1090,,International Atomic Energy Agency,98,17.5,13.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196311,Water - Precipitation - unspecified (not reported),1963-11-15,1963-11-01,1963-11-30,,-4.4,University of Copenhagen,-23.6,University of Copenhagen,394,5.8,International Atomic Energy Agency,354,14.8,12.6
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196312,Water - Precipitation - unspecified (not reported),1963-12-15,1963-12-01,1963-12-31,,-5.9,University of Copenhagen,-37.2,University of Copenhagen,661,,,70,7.4,6.6
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196401,Water - Precipitation - unspecified (not reported),1964-01-15,1964-01-01,1964-01-31,,-4.8,University of Copenhagen,-22.4,University of Copenhagen,400,,International Atomic Energy Agency,102,8.1,6.4
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196402,Water - Precipitation - unspecified (not reported),1964-02-15,1964-02-01,1964-02-29,,-5.9,University of Copenhagen,-36.6,University of Copenhagen,645,,International Atomic Energy Agency,172,9.1,7.6
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196403,Water - Precipitation - unspecified (not reported),1964-03-15,1964-03-01,1964-03-31,,-3.2,University of Copenhagen,-23.6,University of Copenhagen,1080,,International Atomic Energy Agency,225,10.5,9.2
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196404,Water - Precipitation - unspecified (not reported),1964-04-15,1964-04-01,1964-04-30,,-2.3,University of Copenhagen,-9.4,University of Copenhagen,696,37,International Atomic Energy Agency,101,14.8,12.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196405,Water - Precipitation - unspecified (not reported),1964-05-15,1964-05-01,1964-05-31,,-3,University of Copenhagen,-17.4,University of Copenhagen,1380,,International Atomic Energy Agency,63,18.7,15.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196406,Water - Precipitation - unspecified (not reported),1964-06-15,1964-06-01,1964-06-30,,-3.1,University of Copenhagen,-18.6,University of Copenhagen,1116,,,47,22.9,18.7
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196407,Water - Precipitation - unspecified (not reported),1964-07-15,1964-07-01,1964-07-31,,-2.2,University of Copenhagen,-10,University of Copenhagen,1085,9.6,International Atomic Energy Agency,56,24.8,20.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196408,Water - Precipitation - unspecified (not reported),1964-08-15,1964-08-01,1964-08-31,,-2,University of Copenhagen,-13,University of Copenhagen,678,18,International Atomic Energy Agency,16,24.6,18.8
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196409,Water - Precipitation - unspecified (not reported),1964-09-15,1964-09-01,1964-09-30,,-3.3,University of Copenhagen,-14.9,University of Copenhagen,596,7,International Atomic Energy Agency,25,21.6,15.4
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196410,Water - Precipitation - unspecified (not reported),1964-10-15,1964-10-01,1964-10-31,,-6.7,University of Copenhagen,-42.2,University of Copenhagen,534,16,International Atomic Energy Agency,180,16.6,12
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196411,Water - Precipitation - unspecified (not reported),1964-11-15,1964-11-01,1964-11-30,,-4.3,University of Copenhagen,-29.8,University of Copenhagen,328,6,International Atomic Energy Agency,36,13.8,10.8
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196412,Water - Precipitation - unspecified (not reported),1964-12-15,1964-12-01,1964-12-31,,-9.7,University of Copenhagen,-65.1,University of Copenhagen,453,8,International Atomic Energy Agency,70,9.8,7.8
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196501,Water - Precipitation - unspecified (not reported),1965-01-15,1965-01-01,1965-01-31,,-6.4,University of Copenhagen,-37.9,University of Copenhagen,294,9,International Atomic Energy Agency,127,8.5,6.4
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196502,Water - Precipitation - unspecified (not reported),1965-02-15,1965-02-01,1965-02-28,,-8.5,University of Copenhagen,-44,University of Copenhagen,450,12,International Atomic Energy Agency,21,7.3,4.8
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196503,Water - Precipitation - unspecified (not reported),1965-03-15,1965-03-01,1965-03-31,,-6,University of Copenhagen,-39.1,University of Copenhagen,428,10,International Atomic Energy Agency,111,10.5,8.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196504,Water - Precipitation - unspecified (not reported),1965-04-15,1965-04-01,1965-04-30,,-1.8,University of Copenhagen,-18.6,University of Copenhagen,,,,2,14.1,9.4
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196505,Water - Precipitation - unspecified (not reported),1965-05-15,1965-05-01,1965-05-31,,-5,University of Copenhagen,-30.4,University of Copenhagen,729,17,International Atomic Energy Agency,42,17,12.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196506,Water - Precipitation - unspecified (not reported),1965-06-15,1965-06-01,1965-06-30,,-4.9,University of Copenhagen,-31.6,University of Copenhagen,621,8,International Atomic Energy Agency,51,20.3,16.6
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196507,Water - Precipitation - unspecified (not reported),1965-07-15,1965-07-01,1965-07-31,,-2.4,University of Copenhagen,-11.8,University of Copenhagen,631,14,,12,23.2,19.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196508,Water - Precipitation - unspecified (not reported),1965-08-15,1965-08-01,1965-08-31,,-3.9,University of Copenhagen,-21.1,University of Copenhagen,429,14,,79,22.7,18.7
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196509,Water - Precipitation - unspecified (not reported),1965-09-15,1965-09-01,1965-09-30,,-5.7,University of Copenhagen,-25.5,University of Copenhagen,195,10,International Atomic Energy Agency,183,19.6,15.7
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196510,Water - Precipitation - unspecified (not reported),1965-10-15,1965-10-01,1965-10-31,,-4.4,University of Copenhagen,-15.5,University of Copenhagen,149,9.7,International Atomic Energy Agency,177,17.7,13.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196511,Water - Precipitation - unspecified (not reported),1965-11-15,1965-11-01,1965-11-30,,-4.3,University of Copenhagen,-23,University of Copenhagen,86,11,International Atomic Energy Agency,105,12.2,9.7
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196512,Water - Precipitation - unspecified (not reported),1965-12-15,1965-12-01,1965-12-31,,-4.6,University of Copenhagen,-26.1,University of Copenhagen,80,5,International Atomic Energy Agency,37,10.6,8.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196601,Water - Precipitation - unspecified (not reported),1966-01-15,1966-01-01,1966-01-31,,-4.4,University of Copenhagen,,,101.5,5.7,International Atomic Energy Agency,58,6.2,6.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196602,Water - Precipitation - unspecified (not reported),1966-02-15,1966-02-01,1966-02-28,,-6.1,University of Copenhagen,,,204.1,10,International Atomic Energy Agency,196,12.2,11.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196603,Water - Precipitation - unspecified (not reported),1966-03-15,1966-03-01,1966-03-31,,,,,,211,10,International Atomic Energy Agency,16,11.8,7.6
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196604,Water - Precipitation - unspecified (not reported),1966-04-15,1966-04-01,1966-04-30,,,,,,244,14,International Atomic Energy Agency,174,15.3,12.8
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196605,Water - Precipitation - unspecified (not reported),1966-05-15,1966-05-01,1966-05-31,,,,,,604.6,33.5,International Atomic Energy Agency,35,18.9,14.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196606,Water - Precipitation - unspecified (not reported),1966-06-15,1966-06-01,1966-06-30,,,,,,323,14,International Atomic Energy Agency,17,22.3,16.9
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196607,Water - Precipitation - unspecified (not reported),1966-07-15,1966-07-01,1966-07-31,,,,,,414.7,18.7,International Atomic Energy Agency,83,22.2,19.2
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196608,Water - Precipitation - unspecified (not reported),1966-08-15,1966-08-01,1966-08-31,,,,,,248,11,International Atomic Energy Agency,51,22.5,19.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196609,Water - Precipitation - unspecified (not reported),1966-09-15,1966-09-01,1966-09-30,,,,,,172,6.7,International Atomic Energy Agency,123,21.2,19.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196610,Water - Precipitation - unspecified (not reported),1966-10-15,1966-10-01,1966-10-31,,,,,,107.9,4.8,International Atomic Energy Agency,261,18.8,16.7
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196611,Water - Precipitation - unspecified (not reported),1966-11-15,1966-11-01,1966-11-30,,,,,,89.9,3.6,International Atomic Energy Agency,108,10.4,8.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196612,Water - Precipitation - unspecified (not reported),1966-12-15,1966-12-01,1966-12-31,,,,,,111.6,4.6,International Atomic Energy Agency,40,9.5,7.4
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196701,Water - Precipitation - rain,1967-01-15,1967-01-01,1967-01-31,,,,,,111,,,25,7.8,9
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196702,"Water - Precipitation - rain & snow (""mixed"")",1967-02-15,1967-02-01,1967-02-28,,,,,,125,8,International Atomic Energy Agency,26,7.7,8.6
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196703,Water - Precipitation - rain,1967-03-15,1967-03-01,1967-03-31,,,,,,143,5,International Atomic Energy Agency,46,11.8,12.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196704,"Water - Precipitation - rain & snow (""mixed"")",1967-04-15,1967-04-01,1967-04-30,,,,,,106,9,International Atomic Energy Agency,69,12.3,11.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196705,"Water - Precipitation - rain & snow (""mixed"")",1967-05-15,1967-05-01,1967-05-31,,,,,,257,,,43,16,15.4
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196706,"Water - Precipitation - rain & snow (""mixed"")",1967-06-15,1967-06-01,1967-06-30,,,,,,320,14,International Atomic Energy Agency,55,16.6,14.7
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196707,Water - Precipitation - rain,1967-07-15,1967-07-01,1967-07-31,,,,,,269,12,International Atomic Energy Agency,29,22.3,19.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196708,Water - Precipitation - rain,1967-08-15,1967-08-01,1967-08-31,,,,,,177,8,International Atomic Energy Agency,74,22.4,21.1
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196709,Water - Precipitation - rain,1967-09-15,1967-09-01,1967-09-30,,,,,,124.9,7.5,International Atomic Energy Agency,40,18.4,17.3
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196710,Water - Precipitation - rain,1967-10-15,1967-10-01,1967-10-31,,,,,,92.1,4.2,International Atomic Energy Agency,43,19.6,20.5
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196711,Water - Precipitation - rain,1967-11-15,1967-11-01,1967-11-30,,,,,,40.5,4.1,International Atomic Energy Agency,147,12.2,12
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196712,"Water - Precipitation - rain & snow (""mixed"")",1967-12-15,1967-12-01,1967-12-31,,,,,,68.8,3.4,International Atomic Energy Agency,47,7,8.8
GNIP,GNIP/M/XX/01,GENOA (SESTRI),IT,1612000,44.42,8.85,2,Precipitation collectors - unknown,"[Partner: IGG-CNR, Pisa]",196801,"Water - Precipitation - rain & snow (""mixed"")",1968-01-15,1968-01-01,1968-01-31,,,,,,69.2,3.3,International Atomic Energy Agency,5,5,7.4
