Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196204,Water - Precipitation - unspecified (not reported),1962-04-15,1962-04-01,1962-04-30,,-4.9,University of Copenhagen,-23.6,University of Copenhagen,8.8,,Radioactive Dating Laboratory,80,16.6,14.7
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196205,Water - Precipitation - unspecified (not reported),1962-05-15,1962-05-01,1962-05-31,,-3.9,University of Copenhagen,-18,University of Copenhagen,9.9,,Radioactive Dating Laboratory,20,14.1,12.5
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196206,Water - Precipitation - unspecified (not reported),1962-06-15,1962-06-01,1962-06-30,,-4.5,University of Copenhagen,-21.7,University of Copenhagen,5.1,,Radioactive Dating Laboratory,230,13,12.8
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196207,Water - Precipitation - unspecified (not reported),1962-07-15,1962-07-01,1962-07-31,,-3.7,University of Copenhagen,-18.6,University of Copenhagen,9.1,,Radioactive Dating Laboratory,60,11.9,11.8
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196208,Water - Precipitation - unspecified (not reported),1962-08-15,1962-08-01,1962-08-31,,-4.3,University of Copenhagen,-18,University of Copenhagen,15.3,,Radioactive Dating Laboratory,90,12.3,11.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196209,Water - Precipitation - unspecified (not reported),1962-09-15,1962-09-01,1962-09-30,,-1.8,University of Copenhagen,-3.1,University of Copenhagen,8.2,,Radioactive Dating Laboratory,30,13.6,12.2
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196210,Water - Precipitation - unspecified (not reported),1962-10-15,1962-10-01,1962-10-31,,-6.2,University of Copenhagen,-28.6,University of Copenhagen,14,,Radioactive Dating Laboratory,110,15.3,13.2
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196211,Water - Precipitation - unspecified (not reported),1962-11-15,1962-11-01,1962-11-30,,-1.6,University of Copenhagen,-1.9,University of Copenhagen,11,,Radioactive Dating Laboratory,20,16.7,14.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196212,Water - Precipitation - unspecified (not reported),1962-12-15,1962-12-01,1962-12-31,,-1.2,University of Copenhagen,-2.5,University of Copenhagen,10.9,,Radioactive Dating Laboratory,4,19.6,16.1
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196301,Water - Precipitation - unspecified (not reported),1963-01-15,1963-01-01,1963-01-31,,-2,University of Copenhagen,-6.2,University of Copenhagen,26.7,,Radioactive Dating Laboratory,10,22,17.7
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196302,Water - Precipitation - unspecified (not reported),1963-02-15,1963-02-01,1963-02-28,,-4.2,University of Copenhagen,-18,University of Copenhagen,19.4,,Radioactive Dating Laboratory,2,20.2,16.7
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196303,Water - Precipitation - unspecified (not reported),1963-03-15,1963-03-01,1963-03-31,,-2.2,University of Copenhagen,-3.1,University of Copenhagen,9.2,,Radioactive Dating Laboratory,4,19.6,15.2
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196304,Water - Precipitation - unspecified (not reported),1963-04-15,1963-04-01,1963-04-30,,-2.2,University of Copenhagen,-5,University of Copenhagen,12.3,,Radioactive Dating Laboratory,6,15.7,13.3
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196305,Water - Precipitation - unspecified (not reported),1963-05-15,1963-05-01,1963-05-31,,-2.5,University of Copenhagen,-1.3,University of Copenhagen,11.8,,Radioactive Dating Laboratory,20,14,12.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196306,Water - Precipitation - unspecified (not reported),1963-06-15,1963-06-01,1963-06-30,,-5.4,University of Copenhagen,-24.9,University of Copenhagen,20.8,,Radioactive Dating Laboratory,70,13,11.6
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196307,Water - Precipitation - unspecified (not reported),1963-07-15,1963-07-01,1963-07-31,,-5,University of Copenhagen,-22.4,University of Copenhagen,21.4,,Radioactive Dating Laboratory,120,11.4,11.1
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196308,Water - Precipitation - unspecified (not reported),1963-08-15,1963-08-01,1963-08-31,,-4.6,University of Copenhagen,-20.5,University of Copenhagen,28.4,,Radioactive Dating Laboratory,90,12.1,11.7
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196309,Water - Precipitation - unspecified (not reported),1963-09-15,1963-09-01,1963-09-30,,-1.6,University of Copenhagen,5,University of Copenhagen,18.7,,Radioactive Dating Laboratory,20,14.6,13.6
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196310,Water - Precipitation - unspecified (not reported),1963-10-15,1963-10-01,1963-10-31,,-1.3,University of Copenhagen,-0.6,University of Copenhagen,18.1,,Radioactive Dating Laboratory,10,16.9,14.8
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196311,Water - Precipitation - unspecified (not reported),1963-11-15,1963-11-01,1963-11-30,,,,,,,,,40,19,16.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196312,Water - Precipitation - unspecified (not reported),1963-12-15,1963-12-01,1963-12-31,,-0.7,University of Copenhagen,3.1,University of Copenhagen,9.3,,Radioactive Dating Laboratory,10,20.3,16.9
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196401,Water - Precipitation - unspecified (not reported),1964-01-15,1964-01-01,1964-01-31,,-3.2,University of Copenhagen,-17.4,University of Copenhagen,31.8,,Radioactive Dating Laboratory,3,21.1,17.7
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196402,Water - Precipitation - unspecified (not reported),1964-02-15,1964-02-01,1964-02-29,,-3.9,University of Copenhagen,-19.9,University of Copenhagen,19.1,,Radioactive Dating Laboratory,50,19.9,17.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196403,Water - Precipitation - unspecified (not reported),1964-03-15,1964-03-01,1964-03-31,,-2.3,University of Copenhagen,-12.4,University of Copenhagen,56.7,,Radioactive Dating Laboratory,1,19.5,16.9
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196404,Water - Precipitation - unspecified (not reported),1964-04-15,1964-04-01,1964-04-30,,0.7,University of Copenhagen,,University of Copenhagen,12,,Radioactive Dating Laboratory,20,16.3,13.7
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196405,Water - Precipitation - unspecified (not reported),1964-05-15,1964-05-01,1964-05-31,,-4.2,University of Copenhagen,-21.7,University of Copenhagen,,,,40,14.9,13.5
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196406,Water - Precipitation - unspecified (not reported),1964-06-15,1964-06-01,1964-06-30,,-3.7,University of Copenhagen,-16.2,University of Copenhagen,,,,101,11.5,10.9
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196407,Water - Precipitation - unspecified (not reported),1964-07-15,1964-07-01,1964-07-31,,-0.6,University of Copenhagen,-1.9,University of Copenhagen,,,,64,12.1,10.8
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196408,Water - Precipitation - unspecified (not reported),1964-08-15,1964-08-01,1964-08-31,,-3,University of Copenhagen,-10.6,University of Copenhagen,,,,84,11.6,10.5
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196409,Water - Precipitation - unspecified (not reported),1964-09-15,1964-09-01,1964-09-30,,-2.7,University of Copenhagen,-10,University of Copenhagen,,,,33,12.9,11.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196410,Water - Precipitation - unspecified (not reported),1964-10-15,1964-10-01,1964-10-31,,-2,University of Copenhagen,-10,University of Copenhagen,,,,34,15.5,13.1
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196411,Water - Precipitation - unspecified (not reported),1964-11-15,1964-11-01,1964-11-30,,-1.4,University of Copenhagen,,University of Copenhagen,,,,21,17.1,14.2
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196412,Water - Precipitation - unspecified (not reported),1964-12-15,1964-12-01,1964-12-31,,-2,University of Copenhagen,9.3,University of Copenhagen,,,,6,20.1,16.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196501,Water - Precipitation - unspecified (not reported),1965-01-15,1965-01-01,1965-01-31,,-2.8,University of Copenhagen,-13.7,University of Copenhagen,,,,18,20.5,16.6
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196502,Water - Precipitation - unspecified (not reported),1965-02-15,1965-02-01,1965-02-28,,-2.8,University of Copenhagen,-14.9,University of Copenhagen,,,,25,19.9,17.1
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196503,Water - Precipitation - unspecified (not reported),1965-03-15,1965-03-01,1965-03-31,,-2,University of Copenhagen,-5,University of Copenhagen,,,,37,18.7,16.3
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196504,Water - Precipitation - unspecified (not reported),1965-04-15,1965-04-01,1965-04-30,,-5.1,University of Copenhagen,-24.1,University of Copenhagen,,,,57,17,15.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196505,Water - Precipitation - unspecified (not reported),1965-05-15,1965-05-01,1965-05-31,,,,,,,,,87,13.8,12.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196506,Water - Precipitation - unspecified (not reported),1965-06-15,1965-06-01,1965-06-30,,-5.6,University of Copenhagen,-22.7,University of Copenhagen,,,,52,10.7,10
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196507,Water - Precipitation - unspecified (not reported),1965-07-15,1965-07-01,1965-07-31,,-3.1,University of Copenhagen,-6.1,University of Copenhagen,17,1.2,International Atomic Energy Agency,41,12,12
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196508,Water - Precipitation - unspecified (not reported),1965-08-15,1965-08-01,1965-08-31,,-2.5,University of Copenhagen,-8.1,University of Copenhagen,26,1.2,International Atomic Energy Agency,70,12,11.6
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196509,Water - Precipitation - unspecified (not reported),1965-09-15,1965-09-01,1965-09-30,,-1.8,University of Copenhagen,-7.4,University of Copenhagen,23.9,1.5,International Atomic Energy Agency,19,13,11.8
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196510,Water - Precipitation - unspecified (not reported),1965-10-15,1965-10-01,1965-10-31,,-3.3,University of Copenhagen,-10.8,University of Copenhagen,31.8,1.6,International Atomic Energy Agency,33,15.7,13
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196511,Water - Precipitation - unspecified (not reported),1965-11-15,1965-11-01,1965-11-30,,-1.9,University of Copenhagen,-5.4,University of Copenhagen,9.9,8.1,International Atomic Energy Agency,11,17.2,13.7
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196512,Water - Precipitation - unspecified (not reported),1965-12-15,1965-12-01,1965-12-31,,-4.2,University of Copenhagen,-14.8,University of Copenhagen,21.7,10.1,International Atomic Energy Agency,28,17.7,14.7
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196601,Water - Precipitation - unspecified (not reported),1966-01-15,1966-01-01,1966-01-31,,-0.9,University of Copenhagen,3.4,University of Copenhagen,,,,3,20.1,17.4
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196602,Water - Precipitation - unspecified (not reported),1966-02-15,1966-02-01,1966-02-28,,-1.1,University of Copenhagen,0.1,University of Copenhagen,,,,7,18.7,15.3
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196603,Water - Precipitation - unspecified (not reported),1966-03-15,1966-03-01,1966-03-31,,-2.5,University of Copenhagen,-4.6,University of Copenhagen,18.4,1.3,International Atomic Energy Agency,36,18.6,15.8
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196604,Water - Precipitation - unspecified (not reported),1966-04-15,1966-04-01,1966-04-30,,-4,University of Copenhagen,-23,University of Copenhagen,17.4,1,International Atomic Energy Agency,42,17.4,14.8
GNIP,GNIP/M/ZA/02,CAPE TOWN AIRPORT,ZA,6881600,-33.97,18.6,44,Precipitation collectors - unknown,"[Partners: South African Weather Service; iThemba labs, Gauteng], [Info: formerly ""MALAN (CAPE TOWN)""]",196605,Water - Precipitation - unspecified (not reported),1966-05-15,1966-05-01,1966-05-31,,-3.8,University of Copenhagen,-9.2,University of Copenhagen,12.5,0.9,International Atomic Energy Agency,40,13.9,13.3
