Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200210,Water - Precipitation - unspecified (not reported),2002-10-15,2002-10-01,2002-10-31,,-7.71,"Physikalisches Institut, Universitaet Bern",-50.60791744,"Physikalisches Institut, Universitaet Bern",10.34208594,0.860578548,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200211,Water - Precipitation - unspecified (not reported),2002-11-15,2002-11-01,2002-11-30,,-12.2,"Physikalisches Institut, Universitaet Bern",-88.12741323,"Physikalisches Institut, Universitaet Bern",13.03577879,0.874438367,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200212,Water - Precipitation - unspecified (not reported),2002-12-15,2002-12-01,2002-12-31,,-10.17,"Physikalisches Institut, Universitaet Bern",-71.22078568,"Physikalisches Institut, Universitaet Bern",10.93722435,1.043513025,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200301,Water - Precipitation - unspecified (not reported),2003-01-15,2003-01-01,2003-01-31,,-10.37,"Physikalisches Institut, Universitaet Bern",-74.71890487,"Physikalisches Institut, Universitaet Bern",10.87955908,0.933968463,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200302,Water - Precipitation - unspecified (not reported),2003-02-15,2003-02-01,2003-02-28,,-18.1,"Physikalisches Institut, Universitaet Bern",-137.6477507,"Physikalisches Institut, Universitaet Bern",8.95439603,0.767798526,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200303,Water - Precipitation - unspecified (not reported),2003-03-15,2003-03-01,2003-03-31,,-10.2,"Physikalisches Institut, Universitaet Bern",-74.63517389,"Physikalisches Institut, Universitaet Bern",11.67671723,0.81794791,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200304,Water - Precipitation - unspecified (not reported),2003-04-15,2003-04-01,2003-04-30,,-9.14,"Physikalisches Institut, Universitaet Bern",-66.43319225,"Physikalisches Institut, Universitaet Bern",15.43693134,1.0175002,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200305,Water - Precipitation - unspecified (not reported),2003-05-15,2003-05-01,2003-05-31,,-5.35,"Physikalisches Institut, Universitaet Bern",-32.69813849,"Physikalisches Institut, Universitaet Bern",13.60210578,0.943146107,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200306,Water - Precipitation - unspecified (not reported),2003-06-15,2003-06-01,2003-06-30,,-2.23,"Physikalisches Institut, Universitaet Bern",-11.08667609,"Physikalisches Institut, Universitaet Bern",23.17156108,1.047280846,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200307,Water - Precipitation - unspecified (not reported),2003-07-15,2003-07-01,2003-07-31,,-4.7,"Physikalisches Institut, Universitaet Bern",-29.92445378,"Physikalisches Institut, Universitaet Bern",14.97346667,0.884453006,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200308,Water - Precipitation - unspecified (not reported),2003-08-15,2003-08-01,2003-08-31,,-6.51,"Physikalisches Institut, Universitaet Bern",-42.41882034,"Physikalisches Institut, Universitaet Bern",13.47204422,0.876989903,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200309,Water - Precipitation - unspecified (not reported),2003-09-15,2003-09-01,2003-09-30,,-9.09,"Physikalisches Institut, Universitaet Bern",-61.6060931,"Physikalisches Institut, Universitaet Bern",10.4382088,0.8618851,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200310,Water - Precipitation - unspecified (not reported),2003-10-15,2003-10-01,2003-10-31,,-10.48,"Physikalisches Institut, Universitaet Bern",-73.82671642,"Physikalisches Institut, Universitaet Bern",11.67498248,0.830525706,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200311,Water - Precipitation - unspecified (not reported),2003-11-15,2003-11-01,2003-11-30,,-16.9,"Physikalisches Institut, Universitaet Bern",-127.839044,"Physikalisches Institut, Universitaet Bern",14.13554248,0.899790315,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200312,Water - Precipitation - unspecified (not reported),2003-12-15,2003-12-01,2003-12-31,,-10.75,"Physikalisches Institut, Universitaet Bern",-71.22078568,"Physikalisches Institut, Universitaet Bern",13.35458535,0.890828288,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200401,Water - Precipitation - unspecified (not reported),2004-01-15,2004-01-01,2004-01-31,,-12.54,"Physikalisches Institut, Universitaet Bern",-92.67987338,"Physikalisches Institut, Universitaet Bern",8.332710415,0.758693129,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200402,Water - Precipitation - unspecified (not reported),2004-02-15,2004-02-01,2004-02-29,,-11.19,"Physikalisches Institut, Universitaet Bern",-77.79578003,"Physikalisches Institut, Universitaet Bern",11.24168299,0.840741602,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200403,Water - Precipitation - unspecified (not reported),2004-03-15,2004-03-01,2004-03-31,,-11.87,"Physikalisches Institut, Universitaet Bern",-85.85281556,"Physikalisches Institut, Universitaet Bern",16.68632598,0.900441797,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200404,Water - Precipitation - unspecified (not reported),2004-04-15,2004-04-01,2004-04-30,,-7.69,"Physikalisches Institut, Universitaet Bern",-52.42596804,"Physikalisches Institut, Universitaet Bern",20.18086644,1.023653861,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200405,Water - Precipitation - unspecified (not reported),2004-05-15,2004-05-01,2004-05-31,,-10.42,"Physikalisches Institut, Universitaet Bern",-74.89464713,"Physikalisches Institut, Universitaet Bern",16.04844192,1.013736106,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200406,Water - Precipitation - unspecified (not reported),2004-06-15,2004-06-01,2004-06-30,,-7.63,"Physikalisches Institut, Universitaet Bern",-55.25689083,"Physikalisches Institut, Universitaet Bern",13.87719998,0.889209965,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200407,Water - Precipitation - unspecified (not reported),2004-07-15,2004-07-01,2004-07-31,,-4.26,"Physikalisches Institut, Universitaet Bern",-24.20579141,"Physikalisches Institut, Universitaet Bern",13.58876865,0.832281737,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200408,Water - Precipitation - unspecified (not reported),2004-08-15,2004-08-01,2004-08-31,,-4.89,"Physikalisches Institut, Universitaet Bern",-31.0937917,"Physikalisches Institut, Universitaet Bern",12.14231679,0.826092453,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200409,Water - Precipitation - unspecified (not reported),2004-09-15,2004-09-01,2004-09-30,,-3.71,"Physikalisches Institut, Universitaet Bern",-21.2810887,"Physikalisches Institut, Universitaet Bern",10.99201568,0.801389654,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200410,Water - Precipitation - unspecified (not reported),2004-10-15,2004-10-01,2004-10-31,,-8.48,"Physikalisches Institut, Universitaet Bern",-55.89531706,"Physikalisches Institut, Universitaet Bern",7.71653171,0.738632223,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200411,Water - Precipitation - unspecified (not reported),2004-11-15,2004-11-01,2004-11-30,,-8.69,"Physikalisches Institut, Universitaet Bern",-58.51702408,"Physikalisches Institut, Universitaet Bern",11.1816108,0.793845243,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200412,Water - Precipitation - unspecified (not reported),2004-12-15,2004-12-01,2004-12-31,,-12.99,"Physikalisches Institut, Universitaet Bern",-96.63332136,"Physikalisches Institut, Universitaet Bern",6.850595058,0.719872945,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200501,Water - Precipitation - unspecified (not reported),2005-01-15,2005-01-01,2005-01-31,,-8.51,"Physikalisches Institut, Universitaet Bern",-58.13035677,"Physikalisches Institut, Universitaet Bern",13.1634578,0.843917591,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200502,Water - Precipitation - unspecified (not reported),2005-02-15,2005-02-01,2005-02-28,,-13.35,"Physikalisches Institut, Universitaet Bern",-100.2897942,"Physikalisches Institut, Universitaet Bern",13.92136451,0.848974762,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200503,Water - Precipitation - unspecified (not reported),2005-03-15,2005-03-01,2005-03-31,,-8.81,"Physikalisches Institut, Universitaet Bern",-63.3525567,"Physikalisches Institut, Universitaet Bern",11.40676352,0.804649231,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200504,Water - Precipitation - unspecified (not reported),2005-04-15,2005-04-01,2005-04-30,,-10.29,"Physikalisches Institut, Universitaet Bern",-71.3535993,"Physikalisches Institut, Universitaet Bern",12.72465684,0.836449466,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200505,Water - Precipitation - unspecified (not reported),2005-05-15,2005-05-01,2005-05-31,,-7.21,"Physikalisches Institut, Universitaet Bern",-51.45070713,"Physikalisches Institut, Universitaet Bern",13.04111653,0.842920351,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200506,Water - Precipitation - unspecified (not reported),2005-06-15,2005-06-01,2005-06-30,,-6.01,"Physikalisches Institut, Universitaet Bern",-39.15210427,"Physikalisches Institut, Universitaet Bern",9.990159035,0.890723418,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200507,Water - Precipitation - unspecified (not reported),2005-07-15,2005-07-01,2005-07-31,,-5.07,"Physikalisches Institut, Universitaet Bern",-32.47214837,"Physikalisches Institut, Universitaet Bern",9.832516528,0.812435737,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200508,Water - Precipitation - unspecified (not reported),2005-08-15,2005-08-01,2005-08-31,,-6.24,"Physikalisches Institut, Universitaet Bern",-39.97393859,"Physikalisches Institut, Universitaet Bern",13.69458234,0.878263516,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200509,Water - Precipitation - unspecified (not reported),2005-09-15,2005-09-01,2005-09-30,,-9.101632427,"Physikalisches Institut, Universitaet Bern",-63.33619596,"Physikalisches Institut, Universitaet Bern",10.10334,0.904813952,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200510,Water - Precipitation - unspecified (not reported),2005-10-15,2005-10-01,2005-10-31,,-8.21,"Physikalisches Institut, Universitaet Bern",-53.93779934,"Physikalisches Institut, Universitaet Bern",13.37452561,0.963394485,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200511,Water - Precipitation - unspecified (not reported),2005-11-15,2005-11-01,2005-11-30,,-13.5,"Physikalisches Institut, Universitaet Bern",-97.02194827,"Physikalisches Institut, Universitaet Bern",12.57323149,0.862505793,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200512,Water - Precipitation - unspecified (not reported),2005-12-15,2005-12-01,2005-12-31,,-12.11,"Physikalisches Institut, Universitaet Bern",-87.70643273,"Physikalisches Institut, Universitaet Bern",9.03112567,0.796944393,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200601,Water - Precipitation - unspecified (not reported),2006-01-15,2006-01-01,2006-01-31,,-13.05,"Physikalisches Institut, Universitaet Bern",-96.63112536,"Physikalisches Institut, Universitaet Bern",11.32142515,0.83647261,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200602,Water - Precipitation - unspecified (not reported),2006-02-15,2006-02-01,2006-02-28,,-12.17,"Physikalisches Institut, Universitaet Bern",-90.57231343,"Physikalisches Institut, Universitaet Bern",7.246110536,0.767888576,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200603,Water - Precipitation - unspecified (not reported),2006-03-15,2006-03-01,2006-03-31,,-11,"Physikalisches Institut, Universitaet Bern",-80.47639439,"Physikalisches Institut, Universitaet Bern",13.28134825,0.847885311,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200604,Water - Precipitation - unspecified (not reported),2006-04-15,2006-04-01,2006-04-30,,-11.50689227,"Physikalisches Institut, Universitaet Bern",-82.34723234,"Physikalisches Institut, Universitaet Bern",12.58333843,0.831800745,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200605,Water - Precipitation - unspecified (not reported),2006-05-15,2006-05-01,2006-05-31,,-7.39,"Physikalisches Institut, Universitaet Bern",-51.45205484,"Physikalisches Institut, Universitaet Bern",12.8164508,1,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200606,Water - Precipitation - unspecified (not reported),2006-06-15,2006-06-01,2006-06-30,,-2.1,"Physikalisches Institut, Universitaet Bern",-13.17823981,"Physikalisches Institut, Universitaet Bern",6.31,0.6,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200607,Water - Precipitation - unspecified (not reported),2006-07-15,2006-07-01,2006-07-31,,-4.69,"Physikalisches Institut, Universitaet Bern",-29.98718865,"Physikalisches Institut, Universitaet Bern",13.19,0.69,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200608,Water - Precipitation - unspecified (not reported),2006-08-15,2006-08-01,2006-08-31,,-9.45,"Physikalisches Institut, Universitaet Bern",-66.76986562,"Physikalisches Institut, Universitaet Bern",12.67,0.68,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200609,Water - Precipitation - unspecified (not reported),2006-09-15,2006-09-01,2006-09-30,,-9.6,"Physikalisches Institut, Universitaet Bern",-68.43064077,"Physikalisches Institut, Universitaet Bern",9.44,0.64,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200610,Water - Precipitation - unspecified (not reported),2006-10-15,2006-10-01,2006-10-31,,-8.08,"Physikalisches Institut, Universitaet Bern",-57.787521,"Physikalisches Institut, Universitaet Bern",7.16,0.85,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200611,Water - Precipitation - unspecified (not reported),2006-11-15,2006-11-01,2006-11-30,,-10.06,"Physikalisches Institut, Universitaet Bern",-70.75355757,"Physikalisches Institut, Universitaet Bern",9.79,0.88,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200612,Water - Precipitation - unspecified (not reported),2006-12-15,2006-12-01,2006-12-31,,-13.43,"Physikalisches Institut, Universitaet Bern",-100.2012881,"Physikalisches Institut, Universitaet Bern",7.76,0.85,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200701,Water - Precipitation - unspecified (not reported),2007-01-15,2007-01-01,2007-01-31,,-7.49,"Physikalisches Institut, Universitaet Bern",-51.61735958,"Physikalisches Institut, Universitaet Bern",7.07,0.75,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200702,Water - Precipitation - unspecified (not reported),2007-02-15,2007-02-01,2007-02-28,,-10.52,"Physikalisches Institut, Universitaet Bern",-76.77470634,"Physikalisches Institut, Universitaet Bern",11.01,0.8,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200703,Water - Precipitation - unspecified (not reported),2007-03-15,2007-03-01,2007-03-31,,-13.51,"Physikalisches Institut, Universitaet Bern",-102.2010007,"Physikalisches Institut, Universitaet Bern",9.97,0.79,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200704,Water - Precipitation - unspecified (not reported),2007-04-15,2007-04-01,2007-04-30,,-5.09,"Physikalisches Institut, Universitaet Bern",-31.50307194,"Physikalisches Institut, Universitaet Bern",19.41,0.93,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200705,Water - Precipitation - unspecified (not reported),2007-05-15,2007-05-01,2007-05-31,,-10.35,"Physikalisches Institut, Universitaet Bern",-76.92414366,"Physikalisches Institut, Universitaet Bern",13.47,0.7,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200706,Water - Precipitation - unspecified (not reported),2007-06-15,2007-06-01,2007-06-30,,-8,"Physikalisches Institut, Universitaet Bern",-58.68220852,"Physikalisches Institut, Universitaet Bern",13.1,0.72,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200707,Water - Precipitation - unspecified (not reported),2007-07-15,2007-07-01,2007-07-31,,-6.01,"Physikalisches Institut, Universitaet Bern",-42.88110371,"Physikalisches Institut, Universitaet Bern",13.96,0.76,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200708,Water - Precipitation - unspecified (not reported),2007-08-15,2007-08-01,2007-08-31,,-8.68,"Physikalisches Institut, Universitaet Bern",-59.38261443,"Physikalisches Institut, Universitaet Bern",13.96,0.76,"Physikalisches Institut, Universitaet Bern",,,
GNIP,GNIP/M/CH/01,BUCHS SUHR,CH,663300,47.37233597,8.083138245,397,Precipitation collectors - standard - rain & snow collectors,"[Partners: BAFU, Berne; MeteoSuisse, Zuerich]",200709,Water - Precipitation - unspecified (not reported),2007-09-15,2007-09-01,2007-09-30,,-7.15,"Physikalisches Institut, Universitaet Bern",-45.59898299,"Physikalisches Institut, Universitaet Bern",12.69,0.77,"Physikalisches Institut, Universitaet Bern",,,
