Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",198911,"Water - Precipitation - rain & snow (""mixed"")",1989-11-15,1989-11-01,1989-11-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-15.41,Helmholtz-Forschungszentrum,-113.1,Helmholtz-Forschungszentrum,16.5,3.9,Bundesanstalt fuer Gewaesserkunde,52.9,-0.2,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",198912,"Water - Precipitation - rain & snow (""mixed"")",1989-12-15,1989-12-01,1989-12-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-10.92,Helmholtz-Forschungszentrum,-77.4,Helmholtz-Forschungszentrum,13.5,3.5,Bundesanstalt fuer Gewaesserkunde,46,-1.4,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199001,"Water - Precipitation - rain & snow (""mixed"")",1990-01-15,1990-01-01,1990-01-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-14.11,Helmholtz-Forschungszentrum,-103.7,Helmholtz-Forschungszentrum,19.3,2.3,Bundesanstalt fuer Gewaesserkunde,35.8,-3.3,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199002,"Water - Precipitation - rain & snow (""mixed"")",1990-02-15,1990-02-01,1990-02-28,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-9.99,Helmholtz-Forschungszentrum,-71.1,Helmholtz-Forschungszentrum,15.5,2.4,Bundesanstalt fuer Gewaesserkunde,177.2,3.4,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199003,"Water - Precipitation - rain & snow (""mixed"")",1990-03-15,1990-03-01,1990-03-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-10.64,Helmholtz-Forschungszentrum,-74.9,Helmholtz-Forschungszentrum,26.4,2.2,Bundesanstalt fuer Gewaesserkunde,43.9,5.2,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199004,"Water - Precipitation - rain & snow (""mixed"")",1990-04-15,1990-04-01,1990-04-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-11.32,Helmholtz-Forschungszentrum,-81.9,Helmholtz-Forschungszentrum,30.8,2.3,Bundesanstalt fuer Gewaesserkunde,113.4,5.5,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199005,Water - Precipitation - rain,1990-05-15,1990-05-01,1990-05-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-6.8,Helmholtz-Forschungszentrum,-44.8,Helmholtz-Forschungszentrum,31.3,2.5,Bundesanstalt fuer Gewaesserkunde,92.3,12.4,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199006,Water - Precipitation - rain,1990-06-15,1990-06-01,1990-06-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-6.61,Helmholtz-Forschungszentrum,-42.8,Helmholtz-Forschungszentrum,30.1,2.5,Bundesanstalt fuer Gewaesserkunde,196.8,13.8,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199007,Water - Precipitation - rain,1990-07-15,1990-07-01,1990-07-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-5.28,Helmholtz-Forschungszentrum,-33.2,Helmholtz-Forschungszentrum,31.8,2.9,Bundesanstalt fuer Gewaesserkunde,149.1,15.7,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199008,"Water - Precipitation - rain & snow (""mixed"")",1990-08-15,1990-08-01,1990-08-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-6.57,Helmholtz-Forschungszentrum,-41.7,Helmholtz-Forschungszentrum,26.3,2.5,Bundesanstalt fuer Gewaesserkunde,138.6,16.1,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199009,Water - Precipitation - rain,1990-09-15,1990-09-01,1990-09-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-9.56,Helmholtz-Forschungszentrum,-67.8,Helmholtz-Forschungszentrum,19.4,3,Bundesanstalt fuer Gewaesserkunde,130.8,11,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199010,Water - Precipitation - rain,1990-10-15,1990-10-01,1990-10-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-11.79,Helmholtz-Forschungszentrum,-85.3,Helmholtz-Forschungszentrum,14.6,3.2,Bundesanstalt fuer Gewaesserkunde,137.5,9,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199011,"Water - Precipitation - rain & snow (""mixed"")",1990-11-15,1990-11-01,1990-11-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-17.08,Helmholtz-Forschungszentrum,-126,Helmholtz-Forschungszentrum,14.9,2.7,Bundesanstalt fuer Gewaesserkunde,82.8,1.9,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199012,"Water - Precipitation - rain & snow (""mixed"")",1990-12-15,1990-12-01,1990-12-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-15.96,Helmholtz-Forschungszentrum,-116.6,Helmholtz-Forschungszentrum,16.3,1.8,Bundesanstalt fuer Gewaesserkunde,44.2,-3.4,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199101,"Water - Precipitation - rain & snow (""mixed"")",1991-01-15,1991-01-01,1991-01-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-14.24,Helmholtz-Forschungszentrum,-105.5,Helmholtz-Forschungszentrum,17.9,1.9,Bundesanstalt fuer Gewaesserkunde,42,-3,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199102,"Water - Precipitation - rain & snow (""mixed"")",1991-02-15,1991-02-01,1991-02-28,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-17.47,Helmholtz-Forschungszentrum,-130.3,Helmholtz-Forschungszentrum,18.9,1.9,Bundesanstalt fuer Gewaesserkunde,16.5,-3.2,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199103,"Water - Precipitation - rain & snow (""mixed"")",1991-03-15,1991-03-01,1991-03-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-11.16,Helmholtz-Forschungszentrum,-80.7,Helmholtz-Forschungszentrum,25.1,2.5,Bundesanstalt fuer Gewaesserkunde,80.7,5.3,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199104,"Water - Precipitation - rain & snow (""mixed"")",1991-04-15,1991-04-01,1991-04-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-12.86,Helmholtz-Forschungszentrum,-93.2,Helmholtz-Forschungszentrum,27.4,3.1,Bundesanstalt fuer Gewaesserkunde,91.4,5.1,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199105,"Water - Precipitation - rain & snow (""mixed"")",1991-05-15,1991-05-01,1991-05-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-9.91,Helmholtz-Forschungszentrum,-70.9,Helmholtz-Forschungszentrum,20.7,1.8,Bundesanstalt fuer Gewaesserkunde,178.4,7.4,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199106,Water - Precipitation - rain,1991-06-15,1991-06-01,1991-06-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-9.41,Helmholtz-Forschungszentrum,-65.8,Helmholtz-Forschungszentrum,18.4,2.3,Bundesanstalt fuer Gewaesserkunde,175.2,13.3,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199107,Water - Precipitation - rain,1991-07-15,1991-07-01,1991-07-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-9.25,Helmholtz-Forschungszentrum,-65.9,Helmholtz-Forschungszentrum,25.3,2.5,Bundesanstalt fuer Gewaesserkunde,197.9,17.7,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199108,Water - Precipitation - rain,1991-08-15,1991-08-01,1991-08-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-7.36,Helmholtz-Forschungszentrum,-49.7,Helmholtz-Forschungszentrum,25.5,2.2,Bundesanstalt fuer Gewaesserkunde,84,16.2,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199109,Water - Precipitation - rain,1991-09-15,1991-09-01,1991-09-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-11.86,Helmholtz-Forschungszentrum,-86.6,Helmholtz-Forschungszentrum,17.3,2,Bundesanstalt fuer Gewaesserkunde,103.3,13.6,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199110,Water - Precipitation - rain,1991-10-15,1991-10-01,1991-10-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-9.03,Helmholtz-Forschungszentrum,-61.2,Helmholtz-Forschungszentrum,19.9,2.1,Bundesanstalt fuer Gewaesserkunde,22.5,6.5,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199111,"Water - Precipitation - rain & snow (""mixed"")",1991-11-15,1991-11-01,1991-11-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-19.23,Helmholtz-Forschungszentrum,-144.9,Helmholtz-Forschungszentrum,14.5,1.6,Bundesanstalt fuer Gewaesserkunde,76.6,1.1,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199112,"Water - Precipitation - rain & snow (""mixed"")",1991-12-15,1991-12-01,1991-12-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-10.51,Helmholtz-Forschungszentrum,-75.9,Helmholtz-Forschungszentrum,13.9,1.9,Bundesanstalt fuer Gewaesserkunde,139.6,-3.7,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199201,"Water - Precipitation - rain & snow (""mixed"")",1992-01-15,1992-01-01,1992-01-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-13.03,Helmholtz-Forschungszentrum,-94.5,Helmholtz-Forschungszentrum,13.1,1.7,Bundesanstalt fuer Gewaesserkunde,5.2,-2.4,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199202,"Water - Precipitation - rain & snow (""mixed"")",1992-02-15,1992-02-01,1992-02-29,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-14.83,Helmholtz-Forschungszentrum,-109.9,Helmholtz-Forschungszentrum,15.7,1.7,Bundesanstalt fuer Gewaesserkunde,97.2,,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199203,"Water - Precipitation - rain & snow (""mixed"")",1992-03-15,1992-03-01,1992-03-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-14.1,Helmholtz-Forschungszentrum,-102,Helmholtz-Forschungszentrum,13.5,1.8,Bundesanstalt fuer Gewaesserkunde,180.5,3.4,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199204,"Water - Precipitation - rain & snow (""mixed"")",1992-04-15,1992-04-01,1992-04-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-10.03,Helmholtz-Forschungszentrum,-70.2,Helmholtz-Forschungszentrum,13.9,2.1,Bundesanstalt fuer Gewaesserkunde,111.3,6.2,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199205,Water - Precipitation - rain,1992-05-15,1992-05-01,1992-05-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-5.3,Helmholtz-Forschungszentrum,-33.8,Helmholtz-Forschungszentrum,23.2,2.5,Bundesanstalt fuer Gewaesserkunde,25.6,13.2,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199206,Water - Precipitation - rain,1992-06-15,1992-06-01,1992-06-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-3.75,Helmholtz-Forschungszentrum,-20.9,Helmholtz-Forschungszentrum,23,2,Bundesanstalt fuer Gewaesserkunde,137.2,14.7,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199207,Water - Precipitation - rain,1992-07-15,1992-07-01,1992-07-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-8.43,Helmholtz-Forschungszentrum,-58.3,Helmholtz-Forschungszentrum,22.8,2.2,Bundesanstalt fuer Gewaesserkunde,180.4,17.2,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199208,Water - Precipitation - rain,1992-08-15,1992-08-01,1992-08-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-9.6,Helmholtz-Forschungszentrum,-68.2,Helmholtz-Forschungszentrum,19.5,2.6,Bundesanstalt fuer Gewaesserkunde,156.6,18.5,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199209,Water - Precipitation - rain,1992-09-15,1992-09-01,1992-09-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-17.9,Helmholtz-Forschungszentrum,-134,Helmholtz-Forschungszentrum,17.4,2.1,Bundesanstalt fuer Gewaesserkunde,63.1,12.4,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199210,"Water - Precipitation - rain & snow (""mixed"")",1992-10-15,1992-10-01,1992-10-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-7.92,Helmholtz-Forschungszentrum,-55,Helmholtz-Forschungszentrum,13.4,2,Bundesanstalt fuer Gewaesserkunde,123.3,5.9,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199211,"Water - Precipitation - rain & snow (""mixed"")",1992-11-15,1992-11-01,1992-11-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-14.78,Helmholtz-Forschungszentrum,-109.9,Helmholtz-Forschungszentrum,10.3,1.9,Bundesanstalt fuer Gewaesserkunde,207.1,3.5,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199212,"Water - Precipitation - rain & snow (""mixed"")",1992-12-15,1992-12-01,1992-12-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-13.26,Helmholtz-Forschungszentrum,-96.3,Helmholtz-Forschungszentrum,10.9,2.1,Bundesanstalt fuer Gewaesserkunde,71.3,-1.6,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199301,"Water - Precipitation - rain & snow (""mixed"")",1993-01-15,1993-01-01,1993-01-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-10.41,Helmholtz-Forschungszentrum,-75.9,Helmholtz-Forschungszentrum,11.1,2.4,Bundesanstalt fuer Gewaesserkunde,67.4,-0.1,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199302,"Water - Precipitation - rain & snow (""mixed"")",1993-02-15,1993-02-01,1993-02-28,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-12.29,Helmholtz-Forschungszentrum,-87.8,Helmholtz-Forschungszentrum,18,2.8,Bundesanstalt fuer Gewaesserkunde,44,-2.2,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199303,"Water - Precipitation - rain & snow (""mixed"")",1993-03-15,1993-03-01,1993-03-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-11.23,Helmholtz-Forschungszentrum,-81.9,Helmholtz-Forschungszentrum,17,2.4,Bundesanstalt fuer Gewaesserkunde,99.6,0.7,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199304,"Water - Precipitation - rain & snow (""mixed"")",1993-04-15,1993-04-01,1993-04-30,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-10.21,Helmholtz-Forschungszentrum,-72.9,Helmholtz-Forschungszentrum,25.8,2.2,Bundesanstalt fuer Gewaesserkunde,105.2,8.5,
GNIP,GNIP/M/DE/02,GARMISCH-PARTENKIRCHEN,DE,1096300,47.4828,11.0622,719,Precipitation collectors - unknown,"[Partners: Deutscher Wetterdienst; Helmholtz-Zentrum, Muenchen; BAFG, Koblenz], [Reference: Stumpp et al. 2014], [Reference: Schmidt et al. 2020]",199305,Water - Precipitation - rain,1993-05-15,1993-05-01,1993-05-31,Stable isotope record revised by Stumpp et al. 2014. Meteorological data revised based on DWD climatic archives in 2014.,-6.91,Helmholtz-Forschungszentrum,-46.2,Helmholtz-Forschungszentrum,,,,86.7,13.2,
